scientificName_checked,ID,Type,Eco,Param,group,ShiftKmY,DispersalPotentialKmY,MedianDispersalPotentialKmY,ClimVeloKmY_RelScale,sdClimVeloKmY_RelScale,q1ClimVeloKmY_RelScale,q3ClimVeloKmY_RelScale,RelScale,ClimVeloKmY_25km,sdClimVeloKmY_25km,q1ClimVeloKmY_25km,q3ClimVeloKmY_25km,ClimVeloKmY_50km,sdClimVeloKmY_50km,q1ClimVeloKmY_50km,q3ClimVeloKmY_50km,ClimVeloKmY_110km,sdClimVeloKmY_110km,q1ClimVeloKmY_110km,q3ClimVeloKmY_110km,MaxDispersalDistanceKm,Article_ID,Study_ID,ID_BioShifts,ID_CoRE,Article,DOI,LatCentDeg,LonCentDeg,Areakm2,LatExtentk,Latmin,Latmax,EleExtentm,Eleminm,Elemaxm,Elemeanm,Study_area,Subsp_or_Pop,sp_name_publication,sp_name_database,sp_name_checked,kingdom,phylum,class,family,taxonID,taxon_method,Trend,unit,Significance,Magnitude,Angle,FigTable,START_firstperiod,MIDPOINT_firstperiod,END_firstperiod,START_secondperiod,MIDPOINT_secondperiod,END_secondperiod,Duration,Direction,Rate,UnitRate,Grain_size,N_periodes,Sampling,Category,Obs_type,Uncertainty_distribution,Position_definition,Position_definition_category,scientificName,order,ObservationTypeSpecific,DispersalSource,Field,DispersalDistance,Code,DispersalUnit,Database,Sex,type,ObservationTypeGeneral,MedianDispersalDistanceKm,NObs_MedianDispersalDistanceKm,AgeAtMaturityDays,AgeAtMaturity,AgeAtMaturityDatabase,Unit,AgeAtMaturyCode,YearOfMaturity,temp_var,range_source,along_gradient,LimitingRate,LimitingRate_median,LimitingRate_q3,LimitingRate_q3_median,what_is_limiting,what_is_limiting_q3,colour,colour_q3
Fraxinus excelsior,A32_P1,LAT,Ter,LE,Plant,0.1794,0.145,0.145,0.031170864,0.159579808,-0.012864525,0.068855308,25km,0.031170864,0.159579808,-0.012864525,0.068855308,0.089647593,0.176781692,-0.017963266,0.168884933,0.154469488,0.209734782,-0.00848637,0.341145068,0.725,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Fraxinus_excelsior,Fraxinus_excelsior,Fraxinus_excelsior,Plantae,Tracheophyta,Magnoliopsida,Oleaceae,GBIF:3172358,Find_Sci_Names,0.079,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.1794,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Fraxinus excelsior,Lamiales,seed dispersal (field),Geiger 1960 in Mülller-Schneider 1986 in Vittoz & Engler 2007,Maximum_recorded_dispersal_distance_(m),725,MaxDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.725,3,1825,5,TRY,yrs,AgeAtMaturity,5,Mean Air Temperature,IUCN,latitude,0.031170864,0.031170864,0.068855308,0.068855308,Climate,Climate,0.031170864,0.068855308
Rubus idaeus,A32_P1,LAT,Ter,LE,Plant,-0.0623,0.9,0.9,0.031054468,0.159724973,-0.01293363,0.068855308,25km,0.031054468,0.159724973,-0.01293363,0.068855308,0.089287555,0.177455865,-0.017963266,0.168884933,0.154437801,0.210352667,-0.00848637,0.341145068,0.9,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Rubus_idaeus,Rubus_idaeus,Rubus_idaeus,Plantae,Tracheophyta,Magnoliopsida,Rosaceae,GBIF:2993094,Find_Sci_Names,-0.0274,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Contraction,-0.0623,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Rubus idaeus,Rosales,seed dispersal (field),Müller-Schneider 1983 in Vittoz & Engler 2007,Maximum_recorded_dispersal_distance_(m),900,MaxDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.9,1,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.031054468,0.031054468,0.068855308,0.068855308,Climate,Climate,0.031054468,0.068855308
Gentianella germanica,A32_P1,LAT,Ter,LE,Plant,0.321,0.0011,0.00095,0.10138172,0.182661675,0.024961833,0.184936032,25km,0.10138172,0.182661675,0.024961833,0.184936032,0.233443153,0.152565699,0.134906918,0.309444427,0.364106715,0.187524183,0.154601842,0.500407994,0.0011,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Gentianella_germanica,Gentianella_germanica,Gentianella_germanica,Plantae,Tracheophyta,Magnoliopsida,Gentianaceae,GBIF:7539382,Find_Sci_Names,0.1413,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.321,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Gentianella germanica,Gentianales,seed/plant dispersal (unknown),NA,Max._Indiv._Dispersal_Distance_(m),1.1,MaxDispersalDistance,m,Jenkins et al. 2007,NA,Max,seed dispersal,0.00095,2,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.0011,0.00095,0.0011,0.00095,Dispersal,Dispersal,NA,NA
Geranium robertianum,A32_P1,LAT,Ter,LE,Plant,0.0737,0.006,0.006,0.031054468,0.159724973,-0.01293363,0.068855308,25km,0.031054468,0.159724973,-0.01293363,0.068855308,0.089287555,0.177455865,-0.017963266,0.168884933,0.154437801,0.210352667,-0.00848637,0.341145068,0.006,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Geranium_robertianum,Geranium_robertianum,Geranium_robertianum,Plantae,Tracheophyta,Magnoliopsida,Geraniaceae,GBIF:2890668,Find_Sci_Names,0.0324,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.0737,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Geranium robertianum,Geraniales,seed dispersal (field),Ridley 1930 in Müller-Schneider 1983 in Vittoz & Engler 2007,Maximum_recorded_dispersal_distance_(m),6,MaxDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.006,2,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.006,0.006,0.006,0.006,Dispersal,Dispersal,NA,NA
Tussilago farfara,A32_P1,LAT,Ter,LE,Plant,0.2281,4,2.01,0.031054106,0.159724947,-0.01293363,0.068855308,25km,0.031054106,0.159724947,-0.01293363,0.068855308,0.089287211,0.177455784,-0.017963266,0.168884933,0.154437287,0.210352651,-0.00848637,0.341145068,4,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Tussilago_farfara,Tussilago_farfara,Tussilago_farfara,Plantae,Tracheophyta,Magnoliopsida,Asteraceae,GBIF:3149879,Find_Sci_Names,0.1004,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.2281,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Tussilago farfara,Asterales,seed dispersal (field),Bakker 1961 in Willson 1993,Maximum_recorded_dispersal_distance_(m),4000,MaxDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,2.01,4,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.031054106,0.031054106,0.068855308,0.068855308,Climate,Climate,0.031054106,0.068855308
Typha latifolia,A32_P1,LAT,Ter,LE,Plant,1.262,5.4,3.673,0.031540364,0.158633654,-0.012864525,0.068855308,25km,0.031540364,0.158633654,-0.012864525,0.068855308,0.091440976,0.171322003,-0.017963266,0.168884933,0.154063867,0.209821169,-0.00848637,0.341145068,5.4,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Typha_latifolia,Typha_latifolia,Typha_latifolia,Plantae,Tracheophyta,Liliopsida,Typhaceae,GBIF:5289423,Find_Sci_Names,0.5556,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,1.262,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Typha latifolia,Poales,seed dispersal (field),Feekes 1936 in Cain et al. 1998,Maximum_recorded_dispersal_distance_(m),5400,MaxDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,3.673,3,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,IUCN,latitude,0.031540364,0.031540364,0.068855308,0.068855308,Climate,Climate,0.031540364,0.068855308
Juncus effusus,A32_P1,LAT,Ter,LE,Plant,0.134,0.00242,0.00139,0.030127364,0.15960359,-0.013193137,0.068837978,25km,0.030127364,0.15960359,-0.013193137,0.068837978,0.087635174,0.177913683,-0.017963266,0.168884933,0.152591503,0.209957655,-0.00848637,0.341145068,0.00242,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Juncus_effusus,Juncus_effusus,Juncus_effusus,Plantae,Tracheophyta,Liliopsida,Juncaceae,GBIF:2701311,Find_Sci_Names,0.059,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.134,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Juncus effusus,Poales,seed dispersal (model),Soons & Ozinga 2005,99th_percentile_dispersal_distance_(m),2.42,99thPercentileDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.00139,2,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,IUCN,latitude,0.00242,0.00139,0.00242,0.00139,Dispersal,Dispersal,NA,NA
Luzula campestris,A32_P1,LAT,Ter,LE,Plant,0.0021,7.00E-05,4.50E-05,0.031053805,0.15972482,-0.01293363,0.068855308,25km,0.031053805,0.15972482,-0.01293363,0.068855308,0.089287036,0.177455561,-0.017963266,0.168884933,0.15443737,0.210352359,-0.00848637,0.341145068,7.00E-05,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Luzula_campestris,Luzula_campestris,Luzula_campestris,Plantae,Tracheophyta,Liliopsida,Juncaceae,GBIF:2700828,Find_Sci_Names,9.00E-04,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.0021,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Luzula campestris,Poales,seed dispersal (model),Soons & Ozinga 2005,99th_percentile_dispersal_distance_(m),0.07,99thPercentileDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,4.50E-05,2,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,7.00E-05,4.50E-05,7.00E-05,4.50E-05,Dispersal,Dispersal,NA,NA
Tragopogon pratensis,A32_P1,LAT,Ter,LE,Plant,0.3002,1.9,0.0034,0.031054468,0.159724973,-0.01293363,0.068855308,25km,0.031054468,0.159724973,-0.01293363,0.068855308,0.089287555,0.177455865,-0.017963266,0.168884933,0.154437801,0.210352667,-0.00848637,0.341145068,1.9,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Tragopogon_pratensis,Tragopogon_pratensis,Tragopogon_pratensis,Plantae,Tracheophyta,Magnoliopsida,Asteraceae,GBIF:5386897,Find_Sci_Names,0.1321,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.3002,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Tragopogon pratensis,Asterales,seed dispersal (field),Feekes 1936 in Cain et al. 1998,Maximum_recorded_dispersal_distance_(m),1900,MaxDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.0034,3,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.031054468,0.0034,0.068855308,0.0034,Climate,Climate,0.031054468,0.068855308
Rumex hydrolapathum,A32_P1,LAT,Ter,LE,Plant,0.2312,0.00068,0.000405,0.034432573,0.159044373,-0.011740629,0.071254499,25km,0.034432573,0.159044373,-0.011740629,0.071254499,0.094754374,0.1757912,-0.014889883,0.188741714,0.158552716,0.21431259,-0.00848637,0.364831179,0.00068,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Rumex_hydrolapathum,Rumex_hydrolapathum,Rumex_hydrolapathum,Plantae,Tracheophyta,Magnoliopsida,Polygonaceae,GBIF:7291247,Find_Sci_Names,0.1018,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.2312,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Rumex hydrolapathum,Caryophyllales,seed dispersal (model),Soons & Ozinga 2005,99th_percentile_dispersal_distance_(m),0.68,99thPercentileDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.000405,2,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,IUCN,latitude,0.00068,0.000405,0.00068,0.000405,Dispersal,Dispersal,NA,NA
Rumex obtusifolius,A32_P1,LAT,Ter,LE,Plant,0.2717,0.00248,0.00248,0.031054228,0.159725171,-0.01293363,0.068855308,25km,0.031054228,0.159725171,-0.01293363,0.068855308,0.089287537,0.177455947,-0.017963266,0.168884933,0.154437881,0.210352687,-0.00848637,0.341145068,0.00248,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Rumex_obtusifolius,Rumex_obtusifolius,Rumex_obtusifolius,Plantae,Tracheophyta,Magnoliopsida,Polygonaceae,GBIF:2889011,Find_Sci_Names,0.1196,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.2717,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Rumex obtusifolius,Caryophyllales,seed dispersal (model),Matlack 1987,Maximum_recorded_dispersal_distance_(m),2.48,MaxDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.00248,1,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.00248,0.00248,0.00248,0.00248,Dispersal,Dispersal,NA,NA
Myosotis scorpioides,A32_P1,LAT,Ter,LE,Plant,0.2031,0.00012,7.00E-05,0.031054172,0.159724846,-0.01293363,0.068855308,25km,0.031054172,0.159724846,-0.01293363,0.068855308,0.089287428,0.177455616,-0.017963266,0.168884933,0.154437884,0.210352375,-0.00848637,0.341145068,0.00012,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Myosotis_scorpioides,Myosotis_scorpioides,Myosotis_scorpioides,Plantae,Tracheophyta,Magnoliopsida,Boraginaceae,GBIF:5341184,Find_Sci_Names,0.0894,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.2031,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Myosotis scorpioides,Boraginales,seed dispersal (model),Soons & Ozinga 2005,99th_percentile_dispersal_distance_(m),0.12,99thPercentileDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,7.00E-05,2,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.00012,7.00E-05,0.00012,7.00E-05,Dispersal,Dispersal,NA,NA
Oxalis acetosella,A32_P1,LAT,Ter,LE,Plant,0.1321,0.005,0.0023,0.031054106,0.159724947,-0.01293363,0.068855308,25km,0.031054106,0.159724947,-0.01293363,0.068855308,0.089287211,0.177455784,-0.017963266,0.168884933,0.154437287,0.210352651,-0.00848637,0.341145068,0.005,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Oxalis_acetosella,Oxalis_acetosella,Oxalis_acetosella,Plantae,Tracheophyta,Magnoliopsida,Oxalidaceae,GBIF:8211958,Find_Sci_Names,0.0582,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.1321,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Oxalis acetosella,Oxalidales,seed dispersal (unknown),Berg 2000,Maximum,5,MaxDispersalDistance,m,Vittoz & Engler 2007,NA,Max,seed dispersal,0.0023,5,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.005,0.0023,0.005,0.0023,Dispersal,Dispersal,NA,NA
Pastinaca sativa,A32_P1,LAT,Ter,LE,Plant,0.632,0.0139,0.00305,0.03278285,0.159953131,-0.012864525,0.068855308,25km,0.03278285,0.159953131,-0.012864525,0.068855308,0.091825004,0.173648879,-0.017963266,0.184626505,0.153688648,0.212355114,-0.00848637,0.341145068,0.0139,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Pastinaca_sativa,Pastinaca_sativa,Pastinaca_sativa,Plantae,Tracheophyta,Magnoliopsida,Apiaceae,GBIF:8262702,Find_Sci_Names,0.2782,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.632,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Pastinaca sativa,Apiales,seed dispersal (model),Jongejans & Telenius 2001,Maximum_recorded_dispersal_distance_(m),13.9,MaxDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.00305,3,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.0139,0.00305,0.0139,0.00305,Dispersal,Dispersal,NA,NA
Phragmites australis,A32_P1,LAT,Ter,LE,Plant,0.142,1.714,0.86395,0.030755451,0.160026915,-0.01293363,0.068855308,25km,0.030755451,0.160026915,-0.01293363,0.068855308,0.088516921,0.178379499,-0.017963266,0.168884933,0.154468764,0.209817698,-0.00848637,0.341145068,1.714,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Phragmites_australis,Phragmites_australis,Phragmites_australis,Plantae,Tracheophyta,Liliopsida,Poaceae,GBIF:5290149,Find_Sci_Names,0.0625,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.142,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Phragmites australis,Poales,seed dispersal (unknown),Soons & Ozinga 2005,Calculated 99-percentile,1714,99thPercentileDispersalDistance,m,Vittoz & Engler 2007,NA,Max,seed dispersal,0.86395,2,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,IUCN,latitude,0.030755451,0.030755451,0.068855308,0.068855308,Climate,Climate,0.030755451,0.068855308
Picris hieracioides,A32_P1,LAT,Ter,LE,Plant,-0.4584,0.00354,0.00197,0.039486741,0.163965436,-0.01075071,0.08341115,25km,0.039486741,0.163965436,-0.01075071,0.08341115,0.100987613,0.18018199,-0.012959652,0.199424013,0.176519151,0.213017395,0.016208712,0.364831179,0.00354,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Picris_hieracioides,Picris_hieracioides,Picris_hieracioides,Plantae,Tracheophyta,Magnoliopsida,Asteraceae,GBIF:3093337,Find_Sci_Names,-0.2018,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Contraction,-0.4584,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Picris hieracioides,Asterales,seed dispersal (unknown),Soons & Ozinga 2005,Calculated 99-percentile,3.54,99thPercentileDispersalDistance,m,Vittoz & Engler 2007,NA,Max,seed dispersal,0.00197,2,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.00354,0.00197,0.00354,0.00197,Dispersal,Dispersal,NA,NA
Tanacetum vulgare,A32_P1,LAT,Ter,LE,Plant,-0.2925,0.0024,0.00138,0.03105417,0.159725059,-0.01293363,0.068855308,25km,0.03105417,0.159725059,-0.01293363,0.068855308,0.089287398,0.177455852,-0.017963266,0.168884933,0.154437584,0.210352669,-0.00848637,0.341145068,0.0024,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Tanacetum_vulgare,Tanacetum_vulgare,Tanacetum_vulgare,Plantae,Tracheophyta,Magnoliopsida,Asteraceae,GBIF:3118274,Find_Sci_Names,-0.1288,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Contraction,-0.2925,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Tanacetum vulgare,Asterales,seed dispersal (model),Soons & Ozinga 2005,99th_percentile_dispersal_distance_(m),2.4,99thPercentileDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.00138,2,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.0024,0.00138,0.0024,0.00138,Dispersal,Dispersal,NA,NA
Rumex crispus,A32_P1,LAT,Ter,LE,Plant,0.0749,0.00098,0.000585,0.03105417,0.159725059,-0.01293363,0.068855308,25km,0.03105417,0.159725059,-0.01293363,0.068855308,0.089287398,0.177455852,-0.017963266,0.168884933,0.154437584,0.210352669,-0.00848637,0.341145068,0.00098,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Rumex_crispus,Rumex_crispus,Rumex_crispus,Plantae,Tracheophyta,Magnoliopsida,Polygonaceae,GBIF:8195144,Find_Sci_Names,0.033,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.0749,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Rumex crispus,Caryophyllales,seed dispersal (model),Soons & Ozinga 2005,99th_percentile_dispersal_distance_(m),0.98,99thPercentileDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.000585,2,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.00098,0.000585,0.00098,0.000585,Dispersal,Dispersal,NA,NA
Silene dioica,A32_P1,LAT,Ter,LE,Plant,0.081,5.00E-04,0.000295,0.031053958,0.159724636,-0.01293363,0.068855308,25km,0.031053958,0.159724636,-0.01293363,0.068855308,0.089286497,0.177455892,-0.017963266,0.168884933,0.154437178,0.210352227,-0.00848637,0.341145068,5.00E-04,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Silene_dioica,Silene_dioica,Silene_dioica,Plantae,Tracheophyta,Magnoliopsida,Caryophyllaceae,GBIF:5384795,Find_Sci_Names,0.0357,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.081,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Silene dioica,Caryophyllales,seed dispersal (model),Soons & Ozinga 2005,99th_percentile_dispersal_distance_(m),0.5,99thPercentileDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.000295,2,365,1,TRY,yrs,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,5.00E-04,0.000295,5.00E-04,0.000295,Dispersal,Dispersal,NA,NA
Sonchus asper,A32_P1,LAT,Ter,LE,Plant,0.2137,0.00612,0.00335,0.031054172,0.159724846,-0.01293363,0.068855308,25km,0.031054172,0.159724846,-0.01293363,0.068855308,0.089287428,0.177455616,-0.017963266,0.168884933,0.154437884,0.210352375,-0.00848637,0.341145068,0.00612,A32,P1,32,NA,Amano_al_2014_PRSB,0.1098/rspb.2013.3017,54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,British Isles,NA,Sonchus_asper,Sonchus_asper,Sonchus_asper,Plantae,Tracheophyta,Magnoliopsida,Asteraceae,GBIF:3105782,Find_Sci_Names,0.0941,deg,U,NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,Expansion,0.2137,km/year,large,2,TWO,CensusPeriods,occurrence,Resurveyed,Mean latitude of 10% of the most northern occupied grid cells,Mean of extremes,Sonchus asper,Asterales,seed dispersal (model),Soons & Ozinga 2005,99th_percentile_dispersal_distance_(m),6.12,99thPercentileDispersalDistance,m,Tamme et al. 2014,NA,Max,seed dispersal,0.00335,2,42,6,TRY,weeks,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,0.00612,0.00335,0.00612,0.00335,Dispersal,Dispersal,NA,NA
