"SpeciesChecked";"m";"sd";"med";"q025";"q975";"n"
"Ononis rotundifolia";35.5;13.0384048104053;40;16.75;49;5
"Ononis spinosa";36.4148571428571;20.9506425305541;30;10;80;70
"Ophrys apifera";29.7857142857143;17.4275580681798;25;10;56.75;14
"Ophrys insectifera";35.75;20.4820382015289;33.75;11.125;60;10
"Opuntia polyacantha";60.96;0;60.96;60.96;60.96;2
"Orchis anthropophora";31.4285714285714;16.6904592079256;32.5;10;60;14
"Orchis mascula";29.53125;16.2946501956931;24;10.625;60;16
"Oreochloa disticha";13.25;4.30987238790199;13.25;8.25;19.375;6
"Oreojuncus trifidus";15.8968;7.60420756336034;15.73;6.6;30;25
"Oreopteris limbosperma";77.2727272727273;30.1134219546398;90;30;115;11
"Origanum syriacum";40;NA;40;40;40;1
"Origanum vulgare";43.4898447204348;16.819933785202;37.75;24.04875;80;46
"Ornithogalum pyrenaicum";60.5555555555556;41.6416591621633;55;10;128;9
"Ornithopus perpusillus";20.2894736842105;15.0981196304132;20;2;45;19
"Orobanche alba";19.5;13.235841491949;20;8;48;17
"Orobanche elatior";41.1363636363636;26.1573038643998;42.5;15;73.75;11
"Orobanche hederae";35;29.6128870075695;25;10;90.3749999999999;14
"Orobanche minor";32.0555555555556;22.4564211234382;27.5;5;60;18
"Orobanche rapum-genistae";48.9583333333333;27.9906301963332;46.25;20;85;12
"Orthilia secunda";11.0263157894737;4.42365385742289;12;1.9;17.75;19
"Osmorhiza occidentalis";121.92;NA;121.92;121.92;121.92;1
"Osmunda regalis";134.549090909091;75.0466011828045;150;35;270.72;11
"Osmundastrum cinnamomeum";119.676;41.968201676984;119.676;91.4838;147.8682;2
"Ostrya carpinifolia";1566.66666666667;670.594489760369;2000;310;2000;12
"Ostrya virginiana";262.734057971015;282.215938483528;209.4;53;1253.49;552
"Osyris alba";97.6;44.5201577315764;95;34.5;177.9;10
"Oxalis acetosella";8.67391304347826;3.03991886723439;10;3.55;13.35;23
"Oxalis articulata";28.3333333333333;12.11060141639;35;7.5;35;6
"Oxalis corniculata";12.0234375;10.6452275943596;8.5;3;34.25;64
"Oxalis pes-caprae";32;14.2741024236202;28;20;54.6;9
"Oxalis stricta";17.6662878787879;10.1166060852907;17.1;4.85166666666666;40;132
"Oxybasis glauca";24.8675675675676;16.1640900705177;20;5;50;37
"Oxydendrum arboreum";1654.40634919048;656.278899676499;1800;555;2500;21
"Oxyria digyna";13.7766666666667;10.379398713175;8.75;5;30.276;18
"Oxytheca perfoliata";20;NA;20;20;20;1
"Oxytropis campestris";16.1166666666667;9.6679492357088;12.5;5;30;12
"Oxytropis neglecta";10;5;10;5.25;14.75;3
"Oxytropis tatarica";9;5.65685424949238;9;5.2;12.8;2
"Packera cana";4.87964285714286;5.88453301133612;3.85;2.8275;8.53553571428572;52
"Packera multilobata";13.82;4.11628345400122;13.85;8.4275;21.775;20
"Paeonia brownii";45.72;0;45.72;45.72;45.72;2
"Panicum acuminatum";21.7011507936508;16.0573843063389;14.5;10;50;84
"Panicum capillare";50.378;50.2149839008564;45;6.7125;94.95;50
"Panicum dichotomiflorum";126.861333333333;46.0203616384458;100.584;100.0292;176.0292;3
"Panicum miliaceum";81.43;31.4290911645337;90.72;33.5;118.25;8
"Pappostipa speciosa";40.03;29.5994898604689;40.03;20.1465;59.9135;2
"Parapholis incurva";7.53333333333333;3.74521917471684;9.6;1.5;10;6
"Parietaria judaica";34.5769230769231;16.3118644880628;40;6.5;57.6;13
"Paris quadrifolia";26.9166666666667;11.6186240253493;27.5;10;40;12
"Parkinsonia aculeata";809.6;579.26187514802;809.6;420.48;1198.72;2
"Parkinsonia florida";1001.94666666667;3.37172557206743;1000;1000;1005.548;3
"Parkinsonia microphylla";677.4;148.468986660514;704.8;508.22;800;4
"Parnassia palustris";15.8773333333333;14.089549018199;10;3.575;45.7488;24
"Parthenocissus vitacea";1185.71428571429;841.483949992653;1000;405;2700;7
"Paspalum dilatatum";70.0977777777778;57.2639296978861;55;8.4;178.288;9
"Paspalum distichum";33.7386666666667;18.6961432029889;31.216;11.25;58.75;6
"Paspalum urvillei";3.39130434782609;NA;3.39130434782609;3.39130434782609;3.39130434782609;1
"Pastinaca sativa";68.8166666666667;56.6301496605361;36.5;13.175;180;30
"Paxistima myrsinites";100;NA;100;100;100;1
"Pedicularis groenlandica";33.2266666666667;37.8213978236307;18.48;5.674;73.314;3
"Pedicularis kerneri";5.31071428571429;2.06349923686177;5.1;1.8375;9.6375;28
"Pedicularis lapponica";9.57454545454545;1.90368255566081;10;5.75;12.25;11
"Pedicularis oederi";5.68666666666667;4.35182501398907;3.2;2.35;15;15
"Pedicularis palustris";30.4347826086957;21.4451225371274;20;8;64.5;23
"Pedicularis racemosa";22.6;NA;22.6;22.6;22.6;1
"Pedicularis rostratocapitata";10.1428571428571;6.0188196912842;9.5;4.15;19.25;7
"Pedicularis sceptrum-carolinum";32.8571428571429;21.5748972297944;20;20;71.25;7
"Pedicularis sylvatica";11.6578947368421;7.6522557160526;8;4.225;25;19
"Pedicularis tuberosa";16.23;5.24957141107729;17.75;6.425;23.575;20
"Pedicularis verticillata";9.34375;4.22633353644626;8;5;21.125;32
"Peganum harmala";30;21.7944947177034;20;15.25;53.25;3
"Penstemon deustus";60.96;NA;60.96;60.96;60.96;1
"Penstemon eatonii";70.96;72.0683231385329;70.96;22.548;119.372;2
"Penstemon heterophyllus";60.96;0;60.96;60.96;60.96;2
"Penstemon laetus";68.58;10.776307345283;68.58;61.341;75.819;2
"Penstemon newberryi";30.48;0;30.48;30.48;30.48;2
"Penstemon palmeri";63.34;61.2920157932499;63.34;22.167;104.513;2
"Penstemon rydbergii";91.44;NA;91.44;91.44;91.44;1
"Penstemon speciosus";48.1;39.739401102684;48.1;21.405;74.795;2
"Penstemon spectabilis";40;NA;40;40;40;1
"Perideridia gairdneri";121.92;NA;121.92;121.92;121.92;1
"Perideridia parishii";76.2;NA;76.2;76.2;76.2;1
"Persea borbonia";674.756363636364;714.859732063574;250;200;2131.08;44
"Persicaria amphibia";77.9647407407407;62.989092076811;75;9.5168;235;27
"Persicaria hydropiper";65.5889230769231;39.2686601431892;60;10;136.795;39
"Persicaria hydropiperoides";80.5833333333333;11.7895048344884;81.5;63.825;97.075;12
"Persicaria lapathifolia";84.4047619047619;35.7587818051801;100;20;140;21
"Persicaria maculosa";36.698975;19.8567446089428;33.5;7.875;90;160
"Persicaria minor";27.0652173913043;12.9827721054289;30;10;40;23
"Persicaria mitis";42.5;20.4803428790742;40;11.125;71.625;10
"Persicaria punctata";28.067;29.0374619709486;19.5;7.875;86.0672;8
"Petasites albus";47.5;28.8747294359618;45;6.25;80;11
"Petasites frigidus";15;8.66025403784439;20;5.75;20;3
"Petrophytum caespitosum";20;NA;20;20;20;1
"Petrorhagia dubia";27;9.89949493661167;27;20.35;33.65;2
"Peucedanum ostruthium";61.46;20.272842999079;64.5;30;100;50
"Phacelia hastata";60.96;NA;60.96;60.96;60.96;1
"Phacelia tanacetifolia";63.16;28.9768860865471;63.5;21.375;113.692;12
"Phalaris aquatica";81.384;59.7342220171988;95;12;147.192;5
"Phalaris arundinacea";71.6942859106188;39.3747204239666;68;17.141625;160.8;501
"Phalaris canariensis";55.0416666666667;40.1511113473119;42.5;12.1;118.35;12
"Phalaris minor";112.5;95.4594154601839;112.5;48.375;176.625;2
"Phalaris paradoxa";41.6666666666667;21.6024689946929;35;26.25;78.75;6
"Phegopteris connectilis";28.8636363636364;14.7208880660966;30;10;50;11
"Philadelphus lewisii";304.8;105.585817229399;365.76;192.024;365.76;3
"Philadelphus microphyllus";287.333333333333;179.239430185809;304.8;110.24;449.58;3
"Phleum alpinum";17.8818947368421;15.2470319021919;11;4.85;50;38
"Phleum hirsutum";33.8275862068966;14.3105080410895;29;17;61.2;29
"Phleum pratense";57.9182157434402;28.0132070161315;58;9.75;119.2;245
"Phlomoides rotata";100;NA;100;100;100;1
"Phlox austromontana";5;NA;5;5;5;1
"Phlox condensata";5;NA;5;5;5;1
"Phlox diffusa";15.24;NA;15.24;15.24;15.24;1
"Phlox hoodii";5;NA;5;5;5;1
"Phlox pulvinata";0.943846153846154;0.295946980698596;0.85;0.4625;1.5625;26
"Phlox speciosa";5.93;1.8419383383016;5.75;3.485;9.4725;20
"Phoradendron californicum";40;NA;40;40;40;1
"Phoradendron juniperinum";40;NA;40;40;40;1
"Phoradendron leucarpum";40;NA;40;40;40;1
"Phragmites australis";174.426188679245;149.604800300538;100;5.9;400;53
"Phryma leptostachya";60;NA;60;60;60;1
"Phyla nodiflora";23.048;23.9737483093487;23.048;6.9436;39.1524;2
"Phyllodoce breweri";30.48;NA;30.48;30.48;30.48;1
"Phyllodoce caerulea";15.7033333333333;10.7212939950146;10;4.575;35;24
"Phyllostachys edulis";2000;NA;2000;2000;2000;1
"Phyllostachys reticulata";1700;1009.95049383621;2000;390;2900;5
"Physocarpus capitatus";243.84;0;243.84;243.84;243.84;2
"Phyteuma betonicifolium";35.1666666666667;17.836058981737;37;10.2;65.5;9
"Phyteuma globulariifolium";5.16666666666667;3.71034589582517;5;1.25;11.125;6
"Phyteuma hedraianthifolium";9;6;9;3.3;14.7;3
"Phyteuma hemisphaericum";5.77272727272727;3.00803847291644;5;2.9;15;33
"Phyteuma orbiculare";28.3789473684211;15.6302974645529;30;5;50;19
"Phyteuma ovatum";46.5625;18.0741281157033;40;23.0625;76.5;8
"Phyteuma sieberi";10.7;9.06642156531451;5;4.1;23.95;5
"Phyteuma spicatum";42.0166666666667;25.792311515902;40;12.425;85;21
"Phytolacca americana";241.545818181818;75.7364343784657;300;100.875;300;11
"Picea abies";1542.09665463297;1714.72801363264;980;30.4775;6000;554
"Picea breweriana";3663.41176470588;1306.59132185735;3500;1297.2;5200;17
"Picea engelmannii";2886.35816393443;2089.93523465656;3000;68.58;6635;61
"Picea glauca";407.844444444444;976.927515936672;127;8.36500000000001;3042.9;315
"Picea mariana";351.948034006376;461.056147534811;230;13.25;1455;941
"Picea rubens";1799.13965517241;1257.88993758061;1755;3.6425;4804.99999999999;58
"Picea sitchensis";2767.44133333333;2492.94181576778;1150;1150;8555;150
"Pickeringia montana";300;NA;300;300;300;1
"Picris hieracioides";46.2226455026455;23.5275036740896;47;9;95.8999999999999;189
"Pilea pumila";130;147.309198626562;50;40.5;287.5;3
"Pilosella caespitosa";19.7933333333333;16.9815098904932;16.8;2.7175;65.5;30
"Pilosella lactucella";7.39722222222222;7.69413454192259;4;2;30;36
"Pilosella officinarum";7.95727748691099;13.55612193891;3.24;0.575;36.125;191
"Pilularia globulifera";9.4375;4.27147933557985;10;3.35;15;8
"Pimpinella major";44.6984615384615;23.521493132045;40;10.925;101.5;78
"Pimpinella saxifraga";24.1557028112851;25.5258233321159;13;0.505;100;83
"Pinguicula leptoceras";10;5;10;5.25;14.75;3
"Pinguicula lusitanica";6.75;5.49675228787743;3;3;15;8
"Pinguicula vulgaris";5.89310344827586;4.44955303007928;5;1;15;29
"Pinus albicaulis";1228.07726829268;804.039292234435;1200;106.68;2400;41
"Pinus attenuata";1345.55555555556;828.660230599839;1200;600;2800;9
"Pinus balfouriana";1618.82352941176;728.576371708392;2000;600;2558;17
"Pinus banksiana";510.803889789303;507.163658411579;440;14.5;2078;617
"Pinus cembra";1578.30188679245;993.658229142458;1000;330;3260;53
"Pinus contorta";759.942448979592;945.926321947739;453.5;56.325;3612.49999999998;392
"Pinus coulteri";1889.38181818182;790.935534437772;2438.4;682.2;2500;11
"Pinus echinata";3616.28235294118;676.264855876836;4000;2297.28;4200;17
"Pinus elliottii";809.881553398058;967.863854644327;261;159.65;3185;103
"Pinus flexilis";1767.47789473684;507.646994317672;2000;824.1;2555;19
"Pinus glabra";1397.48;1235.19104165621;550;350;3740.25;50
"Pinus halepensis";1728.66666666667;752.626359345465;2000;345;2700;30
"Pinus jeffreyi";5025.05454545455;1288.29091979489;5486.4;1839.12;6100;22
"Pinus lambertiana";6165.94;1632.66883547025;6539.96;2777.58;8200;20
"Pinus longaeva";1302.5;661.615987023979;1355;500;2000;8
"Pinus monophylla";1101.824;406.341040342551;1200;544;1620;25
"Pinus monticola";2986.68980863509;2531.82891745934;2904.999924;85.344;7168;57
"Pinus mugo";580.914482758621;586.360083003526;500;100.344;2500;29
"Pinus muricata";2149.05454545455;680.871307023047;2500;1100.1;2743.2;11
"Pinus palustris";1958.10769230769;1378.87312243832;1100;600;4500;52
"Pinus peuce";2625;676.550506788144;3000;1500;3431.25;18
"Pinus pinaster";143.761934571176;248.66325392256;122;28;250;5655
"Pinus ponderosa";1953.65322864798;1890.44035115118;1200;140.208;7070;371
"Pinus quadrifolia";800;303.315017762062;800;500;1175;6
"Pinus radiata";2562.01034482759;722.125360572758;2472.5;1027.5;3915;58
"Pinus resinosa";2407.84761903571;1099.60094142614;2350;792;4600;28
"Pinus rigida";1964.27272727273;892.735578716617;2350;600;3000;22
"Pinus sabiniana";2206.84444444444;1159.6314618534;2400;860.52;4880;18
"Pinus serotina";2144.4;687.88080362807;2438.4;803.4;2900;13
"Pinus strobiformis";2611.11111111111;470.22453265553;2700;1680;3000;9
"Pinus strobus";3459.65333333333;2288.22693341422;4000;10.325;7762.5;60
"Pinus sylvestris";1209.5493345289;1168.91442303756;873;11.9;4500;659
"Pinus taeda";1078.70725388601;1106.31172178795;770;195.875;5000;386
"Pinus torreyana";1422.22222222222;530.395554698985;1500;750;2200;9
"Pinus virginiana";2263.32173913043;912.90888869119;2133.6;837.9;4000;23
"Pipturus albidus";623.066666666667;305.691173136113;650;322.06;901.18;3
"Pistacia terebinthus";358.965517241379;295.252250839203;195;107;1000;29
"Plantago alpina";5.41555555555556;3.17904947359357;5.415;1.2125;11.15;18
"Plantago atrata";9.97916666666667;5.9628188244599;8.75;3.55;20.77;12
"Plantago coronopus";10.2182736317612;8.93953625164896;8;0.7375;30;27
"Plantago lanceolata";17.4142101328915;13.7587869903798;13.95;2;45;374
"Plantago major";23.171477551;15.0460962478287;22.5;1.0725;60;70
"Plantago maritima";30.1281914893617;36.4276101005329;20;3;138.5;47
"Plantago media";11.332012195122;15.9270856311992;5;1;49.875;82
"Plantago ovata";2.41293532338308;1.13517921087202;2.5;0.5;4.5;201
"Plantago patagonica";15.24;0;15.24;15.24;15.24;2
"Plantago strictissima";5;NA;5;5;5;1
"Plantago virginica";1.5;0;1.5;1.5;1.5;52
"Platanthera bifolia";28.5357142857143;13.5113403732316;24;9.6;48.375;14
"Platanthera chlorantha";33.1315789473684;20.1892725264235;30;7.35;65.5;19
"Platanus occidentalis";3741.44761904762;1176.75520972675;3700;1800;5100;21
"Platanus racemosa";1981.2;1247.44776243336;2286;693.42;3009.9;3
"Pluchea odorata";149.352;NA;149.352;149.352;149.352;1
"Poa alpina";18.0756721311475;13.9211372580467;13.12;2.75;41;61
"Poa annua";17.5590128205128;11.8572168499806;16;1.95;36.865;39
"Poa bulbosa";20.8802404059374;14.9733025498878;13;2.54431760193553;45.72;24
"Poa compressa";29.7520338983051;14.6187986887528;25;15;71.4319999999999;59
"Poa cusickii";34.9083333333334;24.1948370295997;34.9083333333334;18.6554166666667;51.16125;2
"Poa fendleriana";18.3230909090909;17.3653082922988;14.5;7.8875;69.6468;22
"Poa flexuosa";22;13.9522996909709;21;7.05;38.65;4
"Poa glauca";35.162;24.9103491745901;35;10;82.5246;14
"Poa infirma";9.42857142857143;9.60654538768824;5;1.6;27;7
"Poa minor";13.25;9.92849434708002;12;3.25;28.4375;6
"Poa nemoralis";44.2536842105263;24.2056146016914;49.2;6.875;90;76
"Poa palustris";70.1303703703704;33.6661136960596;63.5;14.335;131.748;27
"Poa pratensis";30.337129563935;15.1345129092182;30.25;5;60.504;820
"Poa supina";12;8.07465169527454;12;3.25;23.75;6
"Poa trivialis";29.7043895927692;34.5545347593994;14.5;3.34;133.3;195
"Podophyllum peltatum";40;0;40;40;40;2
"Polemonium caeruleum";56.9444444444444;26.5761330835244;52.5;27.125;90;18
"Polemonium occidentale";91.44;NA;91.44;91.44;91.44;1
"Polemonium pulcherrimum";15.875;5.83363094478902;15.875;11.95625;19.79375;2
"Polycarpon tetraphyllum";11.5597826086957;8.9674181039245;10;1;25;23
"Polygala alpestris";8.89411764705882;2.55532019893263;9;4.65;12.525;34
"Polygala calcarea";10.7142857142857;7.62262393171771;8.75;5;26.75;14
"Polygala serpyllifolia";15.7090909090909;11.0272802218366;13;2.975;30;11
"Polygala vulgaris";14.4261904761905;9.52488549380784;11.6;3;30;42
"Polygonatum biflorum";200;NA;200;200;200;1
"Polygonatum multiflorum";23.5090909090909;21.6725399964792;13;6.35;80;55
"Polygonatum odoratum";25.2209302325581;10.7439364547002;21;15;50;43
"Polygonatum verticillatum";50.7142857142857;22.757681953839;43.5;25.275;80;14
"Polygonum arenastrum";17.7083333333333;14.6728852175044;13.75;5;44.5;12
"Polygonum aviculare";43.9186046511628;51.133454037608;30;4.05;200;43
"Polygonum douglasii";12.344;4.90255715587964;13;4.7;21.1;25
"Polygonum paronychia";40;NA;40;40;40;1
"Polypodium vulgare";13.0535714285714;13.4616217351499;8;2.375;50;56
"Polypogon maritimus";20;10.9544511501033;20;10;30;6
"Polypogon monspeliensis";54.0526666666667;31.4563282066173;65.908;5;80;12
"Polypogon viridis";50;30;50;21.5;78.5;3
"Polystichum aculeatum";69.25;29.9548271012648;70;21.125;100;10
"Polystichum lonchitis";26.5;17.4623404311488;19;10;56.25;16
"Polystichum munitum";106.68;NA;106.68;106.68;106.68;1
"Polystichum setiferum";88.3333333333333;39.5359992676957;90;30;150;15
"Polytrichum commune";2;NA;2;2;2;1
"Populus balsamifera";2170.74594594595;1063.17899470163;2400;640;3600;37
"Populus deltoides";3385.76;1524.24698103151;3000;343.6075;5800;50
"Populus fremontii";2289.4;1198.04646702157;2871.6;600;3400;8
"Populus grandidentata";1604.41739130435;846.538049218524;1800;220;3000;23
"Populus nigra";2691.19902822222;1184.24804889456;3000;116.07;4281.828135;45
"Populus tremula";2075.67880597015;915.672573396888;2000;426.29;3675;67
"Populus tremuloides";692.486503067485;739.68258211128;319;13.5;2552.5;326
"Populus trichocarpa";3242.54518518519;1683.73464396257;3000;182.5;6000;27
"Portulaca oleracea";9.34117647058824;9.78325460101266;10;0.525;30;51
"Potamogeton alpinus";90.1428571428571;112.293408193934;30;1.15;268;7
"Potamogeton berchtoldii";56.25;20.5649377987551;57.5;31.875;78.5;4
"Potamogeton coloratus";40.8571428571429;40.2675575429674;40;1.15;95.5;7
"Potamogeton crispus";116.25;65.2399417534994;127.5;35.625;177.75;4
"Potamogeton diversifolius";97.536;NA;97.536;97.536;97.536;1
"Potamogeton friesii";97.5;47.8713553878169;100;43;147.75;4
"Potamogeton gramineus";75.6666666666667;81.1711155522702;75;1.2;224;9
"Potamogeton lucens";197.5;104.043260233424;215;69;296.25;4
"Potamogeton natans";51.5714285714286;50.8620917870311;50;1.15;117;7
"Potamogeton nodosus";100.857142857143;103.125212842493;100;1.15;242.5;7
"Potamogeton obtusifolius";92.5;67.0198975429437;70;41.5;181.75;4
"Potamogeton perfoliatus";300;163.299316185545;300;115;485;4
"Potamogeton polygonifolius";17.2;29.7270920205795;3;1.1;64;5
"Potamogeton praelongus";187.5;85.3912563829967;175;103.75;292.5;4
"Potamogeton pusillus";58.75;21.7466472511665;62.5;31.875;79.25;4
"Potamogeton trichoides";51.25;34.7311099736245;42.5;21.125;96.25;4
"Potentilla anglica";30;27.126248051165;15;5.9375;80;16
"Potentilla anserina";20.4866666666667;16.5837524618008;17.62;2;53.75;36
"Potentilla argentea";26.0571428571429;13.002698491745;25;8.4;50;35
"Potentilla aurea";8.775;4.78128585680091;6.9;5;18.3125;10
"Potentilla biennis";40;NA;40;40;40;1
"Potentilla crantzii";10.9468;11.1514164720601;5;2;35.6;25
"Potentilla erecta";18.6378461538462;9.79377229453552;20;5.48;34;65
"Potentilla frigida";5.75;3.30403793359983;5.5;2.225;9.7;4
"Potentilla gracilis";29.4683636363636;15.782858088906;24.5;17.25;64.364;11
"Potentilla grandiflora";16.719;6.45741683819639;17.5;10.1305;27.75;10
"Potentilla nivea";10.736;6.8416723101885;10;3.812;19.5;5
"Potentilla norvegica";51.8416666666667;21.2279405735203;50;15.525;95.6925;48
"Potentilla pensylvanica";36.875;33.9960169235554;31.25;5.75;77.5625;4
"Potentilla reptans";26.4381578947368;25.3035608919423;18.4;4.3625;100;38
"Potentilla sterilis";8.11363636363636;4.19163514571643;5;5;15;22
"Prenanthes purpurea";32.8243243243243;35.6199491967743;15;8;132;37
"Primula auricula";14.6428571428571;7.69585540899714;15;5;24.25;7
"Primula elatior";15.0434782608696;8.75275676505079;14;3.1;30;23
"Primula farinosa";12.275;6.5309229474443;11.25;5;20;12
"Primula glutinosa";4.5;2.5;4.5;2.125;6.875;3
"Primula hirsuta";4.16666666666667;2.06731940536762;3;2;8.775;15
"Primula integrifolia";3.5;1.91485421551268;4;1.15;5;4
"Primula minima";2.85714285714286;1.54688627340769;2.5;1;4.85;7
"Primula scotica";5.25;5.3851648071345;3;0.5;13.3;8
"Primula veris";15.2301333333333;8.00412728080162;11.1;5;30;45
"Primula vulgaris";11.3207547169811;2.98408332082104;11;7;16;53
"Primula wulfeniana";5.5;2.5;5.5;3.125;7.875;3
"Prosopis glandulosa";743.36;474.148038767078;679.8;222.5;1451.1;10
"Prosopis pubescens";795.44;275.286172555034;881;354.2;1005.11;6
"Prospero autumnale";15.1666666666667;9.02773504263389;12.5;4.2;29;9
"Prunella vulgaris";76.7372727272727;443.119166942727;15;1.2575;48.426;88
"Prunus avium";1855.44642857143;1163.34520663696;2000;5;4000;56
"Prunus emarginata";1159.03111111111;878.214069980157;800;100;2438.4;9
"Prunus fasciculata";233.152;61.4225391855465;200;182.88;300;5
"Prunus fremontii";353.026666666667;164.756075052384;400;150;515.89;6
"Prunus ilicifolia";705.216;415.015818108178;792.48;180;1188.72;5
"Prunus mahaleb";646.153846153846;332.542651978081;600;162.5;1075;26
"Prunus padus";1160.77272727273;516.038876471142;1200;300;1800;44
"Prunus persica";678.571428571429;272.956946248844;800;232.5;1000;14
"Prunus serotina";1266.45542168675;1099.35203146494;900;17.8;3800;83
"Prunus spinosa";277.733962264151;151.021902312974;300;41.9;600;53
"Prunus subcordata";745.216;77.7661191008012;762;624.84;799.248;5
"Prunus virginiana";1119.43777777778;975.305346476353;777.24;100;3000;18
"Pseudorchis albida";19.2083333333333;9.06406073289985;20;7.825;30;12
"Pseudotsuga macrocarpa";2849.10956521739;1228.71934946135;2500;824.184;5300;23
"Pseudotsuga menziesii";4004.35833090801;3128.21299599836;3352.8;77.6864;10047.5;283
"Pseudoturritis turrita";19.4074074074074;25.76858442018;6;3;87;27
"Psilostrophe cooperi";53.34;NA;53.34;53.34;53.34;1
"Psorothamnus spinosus";792.48;NA;792.48;792.48;792.48;1
"Pteridium aquilinum";65.1593333333333;63.0150481965614;43;21.675;233.2884;108
"Ptilagrostis kingii";42.672;NA;42.672;42.672;42.672;1
"Puccinellia distans";29.5454545454545;21.0302811981373;15;11.25;60;11
"Puccinellia fasciculata";28.3333333333333;23.8047614284762;30;5;50;6
"Pulicaria arabica";18.575;0.106066017177981;18.575;18.50375;18.64625;2
"Pulicaria dysenterica";45.4117647058824;21.4419531046306;45;11;80;17
"Pulmonaria longifolia";31.25;9.91031208965115;35;20;40;8
"Pulsatilla alpina";24.35;18.2116916920344;20;5;56.5;8
"Purshia glandulosa";132.08;35.1952724097996;152.4;94.488;152.4;3
"Purshia tridentata";162.304;46.0093347050357;182.88;90.288;182.88;5
"Pyrola elliptica";6.11111111111111;1.64097850611041;6;3.425;9.15;18
"Pyrola media";10.9166666666667;9.85290364029444;5.25;1.5;30;24
"Pyrola minor";9.53931034482759;8.95023460627648;5;2;30;29
"Pyrus communis";1598.37272727273;567.658825420624;1510.5;352.5;2475;22
"Quercus agrifolia";1532.14181818182;903.494508470507;1950;281.25;2500;11
"Quercus alba";2720.95135135135;1122.61851084903;2620;778.2;4600;37
"Quercus arizonica";1852.92;105.84;1800;1800;1995.804;4
"Quercus berberidifolia";330;0;330;330;330;3
"Quercus bicolor";2331.2;679.639251903002;2300;1236.48;3253.74;23
"Quercus chrysolepis";2319.2;1032.66953832512;2871.6;460;3200;14
"Quercus coccifera";242.923076923077;355.039377978112;149;49.85;1257;78
"Quercus coccinea";2472.06153846154;814.789423140445;2507;1155.4;3812.5;26
"Quercus douglasii";1840.53538461538;815.372642749062;2000;521.376;2870;13
"Quercus dumosa";280.416;13.6310703908387;274.32;274.32;301.752;5
"Quercus durata";285;21.2132034355964;285;270.75;299.25;2
"Quercus ellipsoidalis";428.28;827.965073981586;29;12.75;2107.5;31
"Quercus emoryi";1752.92;501.976864274308;2000;1075;2010.804;4
"Quercus engelmannii";1276.26666666667;478.507903104362;1000;1000;1787.36;3
"Quercus faginea";1857.14285714286;475.594865605671;2000;1075;2425;7
"Quercus falcata";1573.97391304348;718.643039325516;1300;500;3042;46
"Quercus gambelii";1455.684;639.120539755825;1299.6;579.33;2300.961;10
"Quercus garryana";2164.524;856.006843642097;2469.2;760;3660;20
"Quercus hypoleucoides";1073.06666666667;126.555179006366;1000;1000;1208.24;3
"Quercus ilex";60.6409895928428;162.856380500741;38;7;135;5477
"Quercus imbricaria";1706.32888888889;510.08288494235;2000;971.52;2399.488;9
"Quercus kelloggii";2730.76571428571;1140.92397069009;2590.8;896.16;4000;7
"Quercus laevis";914.576744186047;625.485029639745;650;500;2500;43
"Quercus laurifolia";1459.96837209302;645.855521780184;1250;800;3011.1;43
"Quercus lobata";2570.11428571429;860.131981013324;3048;1173.78;3432.2;7
"Quercus lyrata";2254.5333333125;732.684687680139;2469.2;905.4;3030;16
"Quercus macrocarpa";1812.38666665789;1807.31828472594;1800;23.925;5200;38
"Quercus marilandica";1431.8;653.97207279822;1609.6;628.65;2000;6
"Quercus michauxii";1725.40547945205;1100.5897444212;1800;450;3969.92;73
"Quercus muehlenbergii";2126.60952378571;603.488490522043;2400;1007.22;2934.9;14
"Quercus nigra";1347.89913043478;1142.02248918862;600;400;3975;46
"Quercus pagoda";3158.92571428571;856.560187491576;3201.4;1884.44;4015.768;14
"Quercus palmeri";304.8;NA;304.8;304.8;304.8;1
"Quercus palustris";2829.74344827586;740.370793706369;2700;1625.76;4500;29
"Quercus petraea";2754.81109756098;1497.43507517289;3150;17.1025;4500;82
"Quercus phellos";2927.38888888889;664.343371430316;3024;1812.24;3700;18
"Quercus pubescens";1571.20512820513;844.461715173673;2000;373.15;2500;39
"Quercus robur";109.705498263835;410.645577272535;60;19;145.1;5981
"Quercus rubra";1038.8255862069;1449.58721076174;13.9;6.38;4900;145
"Quercus shumardii";1946.32916666667;1658.28129686947;2500;34.575;4000;24
"Quercus stellata";2026.55253332;784.199558145814;2000;844.8;3050;25
"Quercus suber";1571.42857142857;725.818976614133;1750;197.5;2500;14
"Quercus turbinella";497.5;349.724381273515;450;90;1000;8
"Quercus vacciniifolia";36.576;5.27929086146994;39.624;30.9372;39.624;3
"Quercus velutina";3091.46807015789;1287.34682679315;2500;1229.1;4600;19
"Quercus virginiana";1556.704;504.836201151153;1500;1000;2517;45
"Quercus wislizeni";1613.48571428571;1120.48905309032;2200;240;2750;7
"Radiola linoides";4.81304347826087;3.27515500643947;5;0.64;10;23
"Ranunculus acris";23.763982300885;24.9437581251128;13.05;1.8875;100;226
"Ranunculus aduncus";29.5;17.1755640373177;30;6.75;49;5
"Ranunculus alismifolius";32.98;39.5696954751992;32.98;6.39899999999999;59.561;2
"Ranunculus alpestris";7.18181818181818;3.60744180322238;6.5;3;13.75;11
"Ranunculus aquatilis";65.2475;69.2927437450292;60.24;2;182.9375;8
