name	family	comment	citation_total	citation_prop_ane	citation_prop_dyso	citation_prop_endo	citation_prop_epi	citation_prop_hem	citation_prop_hydro	citation_prop_other	fruit_type	dia_type	dia_exposure	dia_hetero	dia_app_nutrient	dia_app_elon	dia_app_hook	dia_app_flat	dia_app_ballo	dia_app_muci	dia_app_other	dia_app_no	dia_morph	dia_mass	dia_surfacestructure	dia_length	dia_width	dia_height	dia_shape	dia_form	vterm	rank_ane	rank_hydro	rank_epi_wool	diaspore_seeds_class
Dianthus carthusianorum L.	Caryophyllaceae	-	5	0.2	0	0	0.2	0.2	0	0.4	fruit with upright aperture	seed	enclosed	0	0	0	0	1	0	0	0	0	seed|3|	0.774	0.91	2.1	1.53	NA	0.1	flat	2.38	0.6	NA	0.11	1
Dianthus deltoides L.	Caryophyllaceae	-	2	0	0	0	0	1	0	0	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	0.160181	0.85	1.69	1.04	NA	0.09	spherical	2.12	0.69	NA	0.41	1
Dianthus gratianopolitanus Vill.	Caryophyllaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	0	0	1	0	0	0	0	seed|3|	0.9596	0.94	2.83	2.12	NA	0.12	flat	2.83	0.46	NA	0.09	1
Dianthus seguieri ssp. glaber Celak.	Caryophyllaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	0	0	1	0	0	0	0	seed|3|	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Dianthus superbus L.	Caryophyllaceae	-	2	0	0	0	0	1	0	0	fruit with upright aperture	seed	enclosed	0	0	0	0	1	0	0	0	0	seed|3|	0.4298	0.95	2.11	1.53	NA	0.12	flat	2.91	0.45	0.38	0.11	1
Dianthus superbus ssp. alpestris Celak.	Caryophyllaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	0	0	1	0	0	0	0	seed|3|	NA	0.98	2.28	1.68	NA	NA	NA	3.1	0.41	NA	NA	1
Dianthus sylvestris Wulfen	Caryophyllaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	0	0	1	0	0	0	0	seed|3|	0.9124	0.89	1.99	1.19	0.5	0.09	spherical	3.59	0.34	NA	0.12	1
Dictamnus albus L.	Rutaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	explosive release mechanism	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	14.9	1	4.16	3.22	NA	0.02	spherical	10.58	0.07	NA	0.07	1
Digitalis grandiflora Mill.	Plantaginaceae	-	1	0	0	0	0	1	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	0.97	1.06	0.71	NA	0.05	spherical	2.88	0.63	NA	0.32	1
Digitalis lutea L.	Plantaginaceae	-	1	0	0	0	0	1	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	0.91	1.25	0.92	NA	0.04	spherical	3.69	0.33	NA	0.42	1
Digitalis purpurea L.	Plantaginaceae	-	5	0	0	0	0.2	0.8	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	0.0542	0.98	0.85	0.57	NA	0.04	spherical	1.75	0.67	NA	0.4	1
Digitaria ischaemum (Schreb. ex Schweigg.) Schreb. ex Mühl.	Poaceae	-	4	0	0	0.25	0.25	0.5	0	0	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4b|	NA	0.72	2.38	1.16	0.6	0.1	spherical	NA	0.67	NA	0.79	1
Digitaria sanguinalis (L.) Scop.	Poaceae	-	4	0	0	0.25	0.25	0.25	0	0.25	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4b|	0.21	0.81	3.02	1.47	0.6	0.12	elongated & flat	NA	0.56	NA	0.76	1
Diplotaxis muralis (L.) DC.	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	0	0	0	0	0	0	1	seed|7b|	0.2472	NA	NA	NA	NA	0.05	spherical	3.55	0.35	NA	NA	1
Diplotaxis tenuifolia (L.) DC.	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	0	0	0	0	0	0	1	seed|7b|	0.3	0.94	1.22	0.82	NA	0.04	spherical	4.05	0.3	NA	0.62	1
Diplotaxis viminea (L.) DC.	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	0	0	0	0	0	0	1	seed|7b|	NA	NA	1	0.7	0.5	0.04	spherical	NA	NA	NA	NA	1
Dipsacus fullonum L.	Caprifoliaceae	-	6	0	0.17	0	0.5	0.33	0	0	non-fleshy fruit	fruit	covered partly	0	0	0	0	0	0	0	0	1	fruit|7a|	2.5	0.84	4.03	1.33	NA	0.11	elongated	2.56	0.57	0	0.45	1
Dipsacus laciniatus L.	Caprifoliaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	covered partly	0	0	0	0	0	0	0	0	1	fruit|7a|	4.3856	0.83	4.98	1.75	NA	0.11	spherical	3.43	0.36	0.1	0.36	1
Dipsacus pilosus L.	Caprifoliaceae	-	2	0.5	0	0	0	0.5	0	0	non-fleshy fruit	fruit	covered partly	0	0	0	0	0	0	0	0	1	fruit|7a|	4	0.97	4.53	1.61	NA	0.09	spherical	8.14	0.1	0.57	0.26	1
Dipsacus strigosus Willd. ex Roem. & Schult.	Caprifoliaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	covered partly	0	0	0	0	0	0	0	0	1	fruit|7a|	5.625	0.86	4.34	1.61	NA	NA	NA	8.02	0.11	NA	0.3	1
Doronicum austriacum Jacq.	Asteraceae	other diaspore-types: fruit|4b|	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4b.4d|	NA	NA	5	1	1	0.14	elongated	NA	NA	NA	NA	1
Doronicum columnae Ten.	Asteraceae	other diaspore-types: fruit|4b|	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4b.4d|	0.4776	0.2	5.77	3.16	1	0.11	flat	0.88	0.89	NA	0.97	1
Doronicum glaciale (Wulfen) Nyman	Asteraceae	other diaspore-types: fruit|7b|	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4d|	0.595	0.18	6.07	3.21	1	0.12	flat	0.79	0.9	NA	0.98	1
Doronicum grandiflorum Lam.	Asteraceae	other diaspore-types: fruit|4b|	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4b.4d|	NA	0.17	7.26	6.96	NA	NA	NA	0.89	0.88	NA	NA	1
Doronicum pardalianches L.	Asteraceae	other diaspore-types: fruit|7a|	2	0.5	0	0	0.5	0	0	0	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4b.4d|	NA	0.67	4.17	1.73	1	0.11	spherical	NA	NA	NA	NA	1
Dorycnium germanicum (Gremli) Rikli	Fabaceae	other diaspore-types: fruit|1c.2|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	1	1	0	0	0	0	0	0	0	seed|1c|	2.45	0.99	1.97	1.62	NA	0.02	spherical	7.9	0.11	NA	0.15	1
Dorycnium herbaceum Vill.	Fabaceae	other diaspore-types: fruit|1c.2|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	1	1	0	0	0	0	0	0	0	seed|1c|	2.248	0.96	2.35	2	1.7	0.01	spherical	4.12	0.29	NA	0.16	1
Draba aizoides L.	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4a|	2.29	0.9	1.64	0.89	NA	0.12	flat	2.56	0.51	0.64	0.67	1
Draba dubia Suter	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4a|	0.156	0.87	1.31	0.77	NA	NA	NA	2.5	0.52	NA	0.77	1
Draba fladnizensis Wulfen	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4a|	0.145	0.91	1.07	0.66	0.2	0.11	flat	NA	NA	NA	0.74	1
Draba hoppeana Rchb.	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4a|	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	1
Draba ladina Br.-Bl.	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4a|	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	1
Draba muralis L.	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4a|	0.164	0.93	0.98	0.63	0.5	0.04	spherical	1.64	0.71	0.81	0.74	1
Draba sauteri Hoppe	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4a|	NA	0.96	1.68	1.06	0.5	0.08	spherical	NA	NA	NA	0.69	1
Draba siliquosa M. Bieb.	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4a|	0.1984	0.93	1.37	0.77	NA	NA	NA	2.33	0.55	NA	0.72	1
Draba tomentosa Clairv.	Brassicaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4a|	NA	0.96	1.3	0.71	NA	NA	NA	2.23	0.57	NA	0.71	1
Dracocephalum ruyschiana L.	Lamiaceae	other diaspore-types: fruit|3.4b.5|	1	0	0	0	0	0	0	1	non-fleshy fruit	fruit segment	covered partly	1	0	0	0	0	0	0	0	1	segm|7b|	0.45	0.99	2.96	1.56	1	0.08	spherical	8.17	0.1	NA	0.39	1
Drosera intermedia Hayne	Droseraceae	-	2	0.5	0	0	0	0.5	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	0.96	0.66	0.35	NA	0.09	spherical	1.18	0.82	0.79	0.45	1
Drosera longifolia L.	Droseraceae	-	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	0.96	1.23	0.3	0.2	0.14	elongated	0.81	0.9	NA	0.46	1
Drosera rotundifolia L.	Droseraceae	-	4	0.75	0	0	0	0.25	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	0.02	0.91	1.49	0.26	NA	0.15	elongated	NA	0.93	0.89	0.51	1
Drosera x obovata Mert. & W. D. J. Koch	Droseraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Dryas octopetala L.	Rosaceae	-	10	0.1	0	0	0	0.1	0.5	0.3	non-fleshy fruit	fruit segment	exposed	0	0	1	0	0	0	0	0	0	segm|4b.4c|	0.729	0.16	18.77	4.1	0.84	0.17	elongated & flat	0.81	0.89	NA	0.98	1
Ecballium elaterium (L.) Rich. f.	Cucurbitaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	explosive release mechanism	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	18.626667	0.97	5.3	3.27	NA	NA	NA	12.33	0.04	NA	0.07	1
Echinochloa crus-galli (L.) P. Beauv.	Poaceae	-	9	0	0	0.11	0.22	0.33	0.11	0.22	non-fleshy fruit	fruit	exposed	0	1	1	1	1	0	0	0	0	fruit|1c.3.4b.4c.5|	1.5	0.62	3.77	1.84	NA	0.07	spherical	2.31	0.6	0.4	0.91	1
Echinocystis lobata (Michx.) Torr. & A. Gray	Cucurbitaceae	other diaspore-types: fruit|1a.2|	1	0	0	1	0	0	0	0	fruit with lateral aperture	seed	exposed	1	0	0	0	0	0	0	0	1	seed|7b|	295.64	0.78	29.08	25	14.64	0.04	spherical	15.95	0.01	NA	0.03	1
Echinops sphaerocephalus L.	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	covered partly	0	0	1	0	1	0	0	0	0	fruit|3.4b.4d|	NA	0.39	14.17	8.76	NA	NA	NA	1.91	0.65	0.1	0.56	1
Echium vulgare L.	Boraginaceae	-	16	0.25	0.06	0	0.56	0.13	0	0	non-fleshy fruit	fruit segment	covered partly	0	0	0	0	0	0	0	0	1	segm|7a|	3.04	0.82	2.59	1.6	NA	0.03	spherical	2.86	0.45	0.43	0.45	1
Elatine alsinastrum L.	Elatinaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	NA	0.7	0.2	0.2	0.11	elongated	NA	NA	NA	NA	1
Elatine americana (Pursh) Arn.	Elatinaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Elatine hexandra (Lapierre) DC.	Elatinaceae	-	1	0	0	0	0	0	1	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	0.96	0.65	0.3	NA	0.12	elongated & flat	1.14	0.84	NA	0.46	1
Elatine hydropiper L.	Elatinaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	NA	NA	NA	NA	0.08	spherical	NA	NA	NA	NA	1
Eleocharis acicularis (L.) Roem. & Schult.	Cyperaceae	other diaspore-types: fruit|7b|	4	0	0	0	0.5	0	0.25	0.25	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4d|	NA	0.68	1.66	0.6	NA	NA	NA	NA	0.35	0.89	NA	1
Eleocharis mamillata Lindb. f. s.l.	Cyperaceae	other diaspore-types: fruit|7b|	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4d|	NA	0.5	2.31	1.44	NA	NA	NA	NA	0.44	0.74	NA	1
Eleocharis multicaulis (Sm.) Desv.	Cyperaceae	other diaspore-types: fruit|7b|	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	3.2	0.4	0.89	NA	1
Eleocharis ovata (Roth) Roem. & Schult.	Cyperaceae	other diaspore-types: fruit|7b|	2	0	0	0	0.5	0	0.5	0	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4d|	0.1052	0.51	1.45	0.77	NA	0.08	spherical	1.59	0.72	0.89	0.93	1
Eleocharis palustris (L.) Roem. & Schult.	Cyperaceae	other diaspore-types: fruit|7b|	6	0	0.17	0	0.33	0	0.33	0.17	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4d|	0.7016	0.7	2.11	1.37	NA	0.07	spherical	4.09	0.29	NA	0.89	1
Eleocharis parvula (Roem. & Schult.) Link ex Bluff. Nees & Schauer	Cyperaceae	other diaspore-types: fruit|7b|	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Eleocharis quinqueflora (Hartmann) O. Schwarz	Cyperaceae	other diaspore-types: fruit|7b|	2	0	0	0	0.5	0	0	0.5	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4d|	NA	0.79	2	NA	NA	0.07	spherical	1.16	0.83	0.79	NA	1
Eleocharis uniglumis (Link) Schult.	Cyperaceae	other diaspore-types: fruit|7b|	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	1	0	1	0	0	0	0	0	0	fruit|4d|	NA	0.74	2.35	1.46	NA	0.06	spherical	5.19	0.21	0.6	0.87	1
Elodea canadensis Michx.	Hydrocharitaceae	other diaspore-types: seed|7a| (in Europe only clonal reproduction)	2	0	0	0	0	0.5	0.5	0	not applicable	specialized vegetative part	not applicable	1	0	0	0	0	0	0	1	0	vege|8|	NA	NA	5	5	5	0	spherical	NA	NA	NA	NA	0
Elodea nuttallii (Planch.) H. St. John	Hydrocharitaceae	other diaspore-types: seed|7a| (in Europe only clonal reproduction)	1	0	0	0	1	0	0	0	not applicable	specialized vegetative part	not applicable	1	0	0	0	0	0	0	1	0	vege|8|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Elymus caninus (L.) L.	Poaceae	-	7	0.14	0.14	0	0.43	0.14	0.14	0	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4c|	NA	0.94	21.18	3.05	NA	0.18	elongated	NA	0.4	0.06	0.51	1
Elymus farctus ssp. borealiatlanticus (Simonet & Guin.) Melderis	Poaceae	other diaspore-types: infr|1c.3|	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	covered partly	1	1	0	0	1	0	0	0	0	fruit|1c.3|	10.96	0.96	13.92	2.19	NA	NA	NA	4.65	0.25	NA	0.04	1
Elymus hispidus (Opiz) Melderis	Poaceae	other diaspore-types: infr|1c.3.4d|	3	0.33	0	0	0.33	0	0	0.33	non-fleshy fruit	fruit	covered partly	1	1	1	0	1	0	0	0	0	fruit|1c.3.4c|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Elymus repens (L.) Gould	Poaceae	other diaspore-types: infr|1c.3.4d|	17	0.12	0.06	0.12	0.18	0.53	0	0	non-fleshy fruit	fruit	covered partly	1	1	1	0	1	0	0	0	0	fruit|1c.3.4c|	7.23	0.92	9.75	1.71	1.05	0.17	elongated	2.6	0.54	NA	0.51	1
Elymus repens ssp. littoreus (Schumach.) Conert	Poaceae	other diaspore-types: infr|1c.3.4b.5|	1	0	0	0	0	0	1	0	non-fleshy fruit	fruit	covered partly	1	1	1	1	1	0	0	0	0	fruit|1c.3.4b.5|	NA	NA	NA	NA	NA	NA	NA	3.03	0.42	NA	NA	1
Elyna myosuroides (Vill.) Fritsch	Cyperaceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	covered partly	0	0	0	0	1	1	0	0	0	fruit|2.3|	0.7594	0.73	2.29	1.12	NA	NA	NA	4.16	0.29	NA	0.4	1
Empetrum hermaphroditum Hagerup	Ericaceae	-	4	0	0.25	0.75	0	0	0	0	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	23.576667	0.89	5.38	5.3	4.56	0	spherical	7.59	0.1	NA	0.21	1
Empetrum nigrum L. s.str.	Ericaceae	-	1	0	0	1	0	0	0	0	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	NA	NA	7	7	7	0	spherical	4.92	0.23	NA	NA	1
Epilobium alpestre (Jacq.) Krock.	Onagraceae	-	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	covered partly	0	0	1	0	1	0	0	0	0	seed|3.4d|	0.221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Epilobium alsinifolium Vill.	Onagraceae	-	2	0.5	0	0	0	0	0	0.5	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	NA	0.19	6.05	4.53	NA	NA	NA	NA	NA	NA	NA	1
Epilobium anagallidifolium Lam.	Onagraceae	-	2	0.5	0	0	0	0	0.5	0	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	0.0706	0.18	5.99	4.86	4.72	0.01	spherical	0.21	0.99	0.81	0.89	1
Epilobium angustifolium L.	Onagraceae	-	14	0.36	0	0.29	0.14	0.21	0	0	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	0.256	NA	NA	NA	NA	NA	NA	0.08	1	NA	NA	1
Epilobium ciliatum Raf.	Onagraceae	-	4	0.25	0	0	0	0.75	0	0	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	0.062	0.21	10.25	6.64	NA	NA	NA	0.16	1	0.71	0.89	1
Epilobium collinum C. C. Gmel.	Onagraceae	-	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Epilobium dodonaei Vill.	Onagraceae	-	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	NA	0.15	19.61	14.17	NA	NA	NA	0.2	0.99	NA	NA	1
Epilobium fleischeri Hochst.	Onagraceae	-	5	0.4	0	0	0	0	0.2	0.4	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	0.1638	0.1	21.08	18.24	18.04	0	spherical	0.14	1	0.79	0.89	1
Epilobium hirsutum L.	Onagraceae	-	5	0.4	0	0	0	0.4	0	0.2	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	0.126	NA	NA	NA	NA	NA	NA	0.19	0.99	NA	NA	1
Epilobium lanceolatum Sebast. & Mauri	Onagraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	NA	0.15	15.14	11.61	NA	0.02	spherical	NA	NA	NA	NA	1
Epilobium montanum L.	Onagraceae	-	6	0.67	0	0	0.17	0	0	0.17	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	0.166	NA	NA	NA	NA	NA	NA	0.17	0.99	NA	NA	1
Epilobium nutans F. W. Schmidt	Onagraceae	-	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	1
Epilobium obscurum Schreb.	Onagraceae	-	5	0.2	0	0.8	0	0	0	0	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Epilobium palustre L.	Onagraceae	-	3	0.33	0	0	0	0	0.67	0	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	NA	0.12	21.3	14.3	NA	NA	NA	0.16	0.99	0.78	0.9	1
Epilobium parviflorum Schreb.	Onagraceae	-	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	0.0781	0.21	10.07	5.95	NA	NA	NA	0.17	0.99	NA	0.89	1
Epilobium roseum Schreb.	Onagraceae	-	3	0.33	0	0	0	0.67	0	0	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	0.080467	0.14	14.08	10.43	NA	NA	NA	0.1	1	NA	0.89	1
Epilobium tetragonum ssp. lamyi (F. W. Schultz) Nyman	Onagraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	0.1052	0.18	11.25	8	NA	NA	NA	0.16	0.99	NA	0.89	1
Epilobium tetragonum ssp. tetragonum	Onagraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	0	spherical	NA	NA	NA	NA	1
Epipactis atrorubens (Hoffm.) Besser	Orchidaceae	-	3	0.67	0	0	0	0	0	0.33	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	0.01	0.97	0.84	0.28	NA	0.11	elongated	NA	NA	NA	0.48	1
Epipactis helleborine (L.) Crantz s.str.	Orchidaceae	-	4	0.5	0	0	0	0.25	0	0.25	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	NA	0.97	1.26	0.28	NA	0.14	elongated	0.16	0.99	NA	0.48	1
Epipactis leptochila (Godfery) Godfery	Orchidaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Epipactis microphylla (Ehrh.) Sw.	Orchidaceae	-	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	NA	NA	0.28	0.28	NA	NA	NA	NA	NA	NA	NA	1
Epipactis muelleri Godfery	Orchidaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Epipactis palustris (L.) Crantz	Orchidaceae	-	2	0.5	0	0	0	0.5	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	NA	0.95	1.4	0.32	NA	NA	NA	0.2	0.99	NA	NA	1
Epipactis purpurata Sm.	Orchidaceae	-	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Epipogium aphyllum Sw.	Orchidaceae	-	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	0.00573	NA	0.43	0.27	NA	NA	NA	0.42	0.95	NA	NA	1
Eragrostis cilianensis (All.) Vignolo ex Janch.	Poaceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	covered partly	0	1	0	0	0	0	0	0	0	fruit|1c|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Eragrostis minor Host	Poaceae	-	2	0	0	0	0.5	0.5	0	0	non-fleshy fruit	fruit	covered partly	0	1	0	0	0	0	0	0	0	fruit|1c|	0.07	NA	NA	NA	NA	0.04	spherical	2.47	0.66	NA	NA	1
Eragrostis pilosa (L.) P. Beauv.	Poaceae	other diaspore-types: fruit|1c.3.4b|	2	0	0	0	0.5	0.5	0	0	non-fleshy fruit	fruit	covered partly	1	1	0	0	0	0	0	0	0	fruit|1c|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Erica carnea L.	Ericaceae	-	2	0.5	0	0	0	0.5	0	0	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	0.1	0.99	0.95	0.58	0.4	0.06	spherical	2.46	0.53	NA	0.32	1
Erica cinerea L.	Ericaceae	-	4	0.5	0	0.25	0	0.25	0	0	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	0.047	NA	0.4	0.3	0.2	0.04	spherical	NA	0.74	NA	NA	1
