"scientificName_checked","ID","Type","Eco","Param","group","ShiftKmY","DispersalPotentialKmY","MedianDispersalPotentialKmY","ClimVeloKmY_RelScale","sdClimVeloKmY_RelScale","q1ClimVeloKmY_RelScale","q3ClimVeloKmY_RelScale","RelScale","ClimVeloKmY_25km","sdClimVeloKmY_25km","q1ClimVeloKmY_25km","q3ClimVeloKmY_25km","ClimVeloKmY_50km","sdClimVeloKmY_50km","q1ClimVeloKmY_50km","q3ClimVeloKmY_50km","ClimVeloKmY_110km","sdClimVeloKmY_110km","q1ClimVeloKmY_110km","q3ClimVeloKmY_110km","MaxDispersalDistanceKm","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","Latmin","Latmax","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","type","ObservationTypeGeneral","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity"
"Falco mexicanus","A10_P1","LAT","Ter","LE","Aves",0.88,184.8219336,149.6926234,1.221304,1.2677276,0.4741791,1.9266772,"110km",0.4260689,0.9399007,-0.1194717,0.8679556,0.6445315,1.1668076,-0.0426749,1.2913392,1.221304,1.2677276,0.4741791,1.9266772,184.8219336,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Falco_mexicanus","Falco_mexicanus","Falco_mexicanus","Animalia","Chordata","Aves","Falconidae","GBIF:2481000","Find_Sci_Names","0.88","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.88,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Falco mexicanus","Falconiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",184.8219336,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",149.6926234,2,365,1
"Falco sparverius","A10_P1","LAT","Ter","LE","Aves",-3.87,65.6673505,32.45,1.5169233,1.5375236,0.405683,2.5567386,"50km",1.1972197,1.4314454,0.1662515,2.0545952,1.5169233,1.5375236,0.405683,2.5567386,2.0042353,1.3830849,1.0888602,3.0670145,65.6673505,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Falco_sparverius","Falco_sparverius","Falco_sparverius","Animalia","Chordata","Aves","Falconidae","GBIF:9685907","Find_Sci_Names","-3.87","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-3.87,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Falco sparverius","Falconiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",65.6673505,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",32.45,5,365,1
"Gallinula chloropus","A10_P1","LAT","Ter","LE","Aves",-1.12,25.1,4.5,1.3454641,1.4852469,0.2434611,2.3274218,"25km",1.3454641,1.4852469,0.2434611,2.3274218,1.7017714,1.5775603,0.5590518,2.8086274,2.1959813,1.3641698,1.2008431,3.3157461,25.1,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Gallinula_chloropus","Gallinula_chloropus","Gallinula_chloropus","Animalia","Chordata","Aves","Rallidae","GBIF:5228199","Find_Sci_Names","-1.12","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-1.12,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Gallinula chloropus","Gruiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",25100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",4.5,5,364.234,1
"Grus canadensis","A10_P1","LAT","Ter","LE","Aves",2.49,11.3210878933333,9.39821167,1.0829853,1.4198076,0.0765902,1.99578,"25km",1.0829853,1.4198076,0.0765902,1.99578,1.4099864,1.5865072,0.2741663,2.5073953,1.8843683,1.474255,0.8898644,3.0532112,33.96326368,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Grus_canadensis","Grus_canadensis","Grus_canadensis","Animalia","Chordata","Aves","Gruidae","GBIF:2474953","Find_Sci_Names","2.49","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",2.49,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Grus canadensis","Gruiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",33.96326368,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",28.19463501,2,1095,3
"Gymnorhinus cyanocephalus","A10_P1","LAT","Ter","LE","Aves",-0.69,640,640,1.0013283,1.1089296,0.5261618,1.6847203,"110km",0.1510225,0.6061066,-0.1997806,0.5285658,0.3380957,0.8500086,-0.1169943,0.875599,1.0013283,1.1089296,0.5261618,1.6847203,640,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Gymnorhinus_cyanocephalus","Gymnorhinus_cyanocephalus","Gymnorhinus_cyanocephalus","Animalia","Chordata","Aves","Corvidae","GBIF:5229498","Find_Sci_Names","-0.69","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-0.69,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Gymnorhinus cyanocephalus","Passeriformes","natal dispersal","Marzluff and Balda (1989)","Natal_dispersal_maximum_distance_(km)",640,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",640,2,365,1
"Haliaeetus leucocephalus","A10_P1","LAT","Ter","LE","Aves",6.36,34.7531208,26.3935531,2.0290577,1.3880102,1.1167063,3.1052468,"110km",1.2114452,1.4227491,0.18799,2.0610137,1.5488685,1.5362098,0.4734431,2.5466697,2.0290577,1.3880102,1.1167063,3.1052468,139.0124832,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Haliaeetus_leucocephalus","Haliaeetus_leucocephalus","Haliaeetus_leucocephalus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480446","Find_Sci_Names","6.36","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",6.36,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Haliaeetus leucocephalus","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",139.0124832,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",105.5742124,2,1460,4
"Lanius ludovicianus","A10_P1","LAT","Ter","LE","Aves",-3.81,79.7,79.7,1.5326104,1.5478497,0.3975404,2.5433967,"50km",1.2217505,1.4455604,0.1582926,2.0934714,1.5326104,1.5478497,0.3975404,2.5433967,1.9714504,1.4065971,1.0307437,3.0459018,79.7,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Lanius_ludovicianus","Lanius_ludovicianus","Lanius_ludovicianus","Animalia","Chordata","Aves","Laniidae","GBIF:2492870","Find_Sci_Names","-3.81","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-3.81,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Lanius ludovicianus","Passeriformes","natal dispersal","Collister and De Smet (1997)","Natal_dispersal_maximum_distance_(km)",79.7,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",79.7,3,364.234,1
"Larus argentatus","A10_P1","LAT","Ter","LE","Aves",-3.58,11.5992119825,7.4581706925,1.2286674,1.4433503,0.18966,2.1099224,"25km",1.2286674,1.4433503,0.18966,2.1099224,1.5653099,1.5467035,0.4375508,2.6238697,2.041549,1.3966217,1.1014085,3.1523724,46.39684793,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Larus_argentatus","Larus_argentatus","Larus_argentatus","Animalia","Chordata","Aves","Laridae","GBIF:2481139","Find_Sci_Names","-3.58","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-3.58,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Larus argentatus","Charadriiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",46.39684793,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",29.83268277,2,1457.702,4
"Larus californicus","A10_P1","LAT","Ter","LE","Aves",1.01,39.3651228666667,22.95515175,1.0043312,1.1971373,0.2726957,1.7457732,"110km",0.2738437,0.8560336,-0.1801492,0.6586295,0.4077445,1.0833353,-0.1804588,1.0289078,1.0043312,1.1971373,0.2726957,1.7457732,118.0953686,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Larus_californicus","Larus_californicus","Larus_californicus","Animalia","Chordata","Aves","Laridae","GBIF:2481146","Find_Sci_Names","1.01","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",1.01,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Larus californicus","Charadriiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",118.0953686,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",68.86545525,2,1095,3
"Larus delawarensis","A10_P1","LAT","Ter","LE","Aves",5.95,350,49,2.0185212,1.3877787,1.0822358,3.0968399,"110km",1.2149059,1.4320322,0.176241,2.0694697,1.5424375,1.545321,0.4203728,2.5773611,2.0185212,1.3877787,1.0822358,3.0968399,700,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Larus_delawarensis","Larus_delawarensis","Larus_delawarensis","Animalia","Chordata","Aves","Laridae","GBIF:2481134","Find_Sci_Names","5.95","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",5.95,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Larus delawarensis","Charadriiformes","natal dispersal","Gabrey (1996)","Natal_dispersal_maximum_distance_(km)",700,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",98,5,730,2
"Lophodytes cucullatus","A10_P1","LAT","Ter","LE","Aves",4.15,2.8,2.8,1.3799038,1.454094,0.2840422,2.3160403,"25km",1.3799038,1.454094,0.2840422,2.3160403,1.7125006,1.5819969,0.5962628,2.7916169,2.1272163,1.4115419,1.1677585,3.2357129,5.6,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Lophodytes_cucullatus","Lophodytes_cucullatus","Lophodytes_cucullatus","Animalia","Chordata","Aves","Anatidae","GBIF:2498408","Find_Sci_Names","4.15","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",4.15,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Lophodytes cucullatus","Anseriformes","natal dispersal","Dugger et al. (1994)","Natal_dispersal_maximum_distance_(km)",5.6,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",5.6,2,726.936,2
"Meleagris gallopavo","A10_P1","LAT","Ter","LE","Aves",23.75,48,48,1.6799589,1.5437381,0.6436817,2.7380607,"50km",1.3444036,1.4346907,0.3086869,2.2338076,1.6799589,1.5437381,0.6436817,2.7380607,2.1292539,1.3748432,1.2282561,3.1901054,48,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Meleagris_gallopavo","Meleagris_gallopavo","Meleagris_gallopavo","Animalia","Chordata","Aves","Phasianidae","GBIF:9606290","Find_Sci_Names","23.75","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",23.75,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Meleagris gallopavo","Galliformes","natal dispersal","Eaton (1992)","Natal_dispersal_maximum_distance_(km)",48,"MaxDispersalDistance","km","Sutherland (birds)","f","Max","natal dispersal",48,2,304,1
"Melospiza melodia","A10_P1","LAT","Ter","LE","Aves",0.95,13.2,13.2,1.1887557,1.4052512,0.1877552,2.0635228,"25km",1.1887557,1.4052512,0.1877552,2.0635228,1.5145415,1.5450054,0.4215478,2.5466697,2.0212617,1.3909473,1.1128876,3.0973037,13.2,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Melospiza_melodia","Melospiza_melodia","Melospiza_melodia","Animalia","Chordata","Aves","Passerellidae","GBIF:2492196","Find_Sci_Names","0.95","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.95,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Melospiza melodia","Passeriformes","natal dispersal","Nice (1937), Johnston (1956), Halliburton and Mewaldt (1976), Arcese (1989)","Natal_dispersal_maximum_distance_(km)",13.2,"MaxDispersalDistance","km","Sutherland (birds)","m","Max","natal dispersal",13.2,3,365,1
"Mergus merganser","A10_P1","LAT","Ter","LE","Aves",3.91,0.3344031855,0.3344031855,0.9743192,1.3699466,0.0474885,1.7766481,"25km",0.9743192,1.3699466,0.0474885,1.7766481,1.2671435,1.5492711,0.1904901,2.2376781,1.8360713,1.4455091,0.8716465,2.9086363,0.668806371,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Mergus_merganser","Mergus_merganser","Mergus_merganser","Animalia","Chordata","Aves","Anatidae","GBIF:9537647","Find_Sci_Names","3.91","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",3.91,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Mergus merganser","Anseriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.668806371,"SingleObservation","km","Chu 2021",NA,"Unknown","natal dispersal",0.668806371,2,730,2
"Molothrus ater","A10_P1","LAT","Ter","LE","Aves",5.58,40,40,1.2149059,1.4320322,0.176241,2.0694697,"25km",1.2149059,1.4320322,0.176241,2.0694697,1.5424375,1.545321,0.4203728,2.5773611,2.0185212,1.3877787,1.0822358,3.0968399,40,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Molothrus_ater","Molothrus_ater","Molothrus_ater","Animalia","Chordata","Aves","Icteridae","GBIF:2484391","Find_Sci_Names","5.58","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",5.58,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Molothrus ater","Passeriformes","natal dispersal","Lowther (1993)","Natal_dispersal_maximum_distance_(km)",40,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",40,2,365,1
"Mycteria americana","A10_P1","LAT","Ter","LE","Aves",-2.53,54.0756331,44.04773285,1.871453,1.002125,1.3157543,2.2061098,"110km",1.4350965,0.9973021,0.7490177,1.8115165,1.6432467,0.9561794,1.0915473,2.0403843,1.871453,1.002125,1.3157543,2.2061098,216.3025324,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Mycteria_americana","Mycteria_americana","Mycteria_americana","Animalia","Chordata","Aves","Ciconiidae","GBIF:2481937","Find_Sci_Names","-2.53","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-2.53,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Mycteria americana","Ciconiiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",216.3025324,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",176.1909314,2,1460,4
"Myiarchus cinerascens","A10_P1","LAT","Ter","LE","Aves",4.33,9.323680713,9.323680713,0.4866176,1.0379163,-0.0772755,0.833204,"25km",0.4866176,1.0379163,-0.0772755,0.833204,0.8574727,1.2218303,0.124567,1.4148995,1.5634897,1.150178,0.7506506,2.2420564,9.323680713,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Myiarchus_cinerascens","Myiarchus_cinerascens","Myiarchus_cinerascens","Animalia","Chordata","Aves","Tyrannidae","GBIF:2483600","Find_Sci_Names","4.33","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",4.33,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Myiarchus cinerascens","Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",9.323680713,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",9.323680713,2,363.468,1
"Nycticorax nycticorax","A10_P1","LAT","Ter","LE","Aves",-0.48,8.309647072,7.300594454,1.3903811,1.450643,0.3420655,2.3149781,"25km",1.3903811,1.450643,0.3420655,2.3149781,1.7654446,1.5037369,0.7449553,2.7914917,2.234658,1.2925871,1.313307,3.2508552,8.309647072,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Nycticorax_nycticorax","Nycticorax_nycticorax","Nycticorax_nycticorax","Animalia","Chordata","Aves","Ardeidae","GBIF:2480863","Find_Sci_Names","-0.48","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-0.48,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Nycticorax nycticorax","Pelecaniformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",8.309647072,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",7.300594454,2,365,1
"Parabuteo unicinctus","A10_P1","LAT","Ter","LE","Aves",-2.34,160,160,2.7031144,1.2840051,1.2726964,3.7495937,"110km",1.6672247,1.6681451,0.4443458,2.9301994,2.0949855,1.8173908,0.9659306,3.4644623,2.7031144,1.2840051,1.2726964,3.7495937,160,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Parabuteo_unicinctus","Parabuteo_unicinctus","Parabuteo_unicinctus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480410","Find_Sci_Names","-2.34","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-2.34,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Parabuteo unicinctus","Accipitriformes","natal dispersal","Bednarz (1995)","Natal_dispersal_maximum_distance_(km)",160,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",160,2,365,1
