"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Unit","Database","Sex"
"Avena fatua","Avena fatua","Avena fatua","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705297","seed/plant dispersal (field)","Shirtliffe SJ, Entz MH. Chaff collection reduces seed dispersal of wild oat (Avena fatua) by a combine harvester. Weed Science. 2005;53(4):465-470","Mean.dispersal.distance.m.","27.1245","MeanDispersalDistance","m","Flores et al. 2013",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","seed/plant dispersal (field)","Skarpaas O, Shea K. Dispersal patterns, dispersal mechanisms, and invasion wave speeds for invasive thistles. The American naturalist. 2007;170(3):421-30","Mean.dispersal.distance.m.","1.96","MeanDispersalDistance","m","Flores et al. 2013",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","seed/plant dispersal (field)","Smith, Lane M., Kok LT. Dispersal of Musk Thistle (Carduus nutans) Seeds. Weed Science. 1984;32(1):120-125","Mean.dispersal.distance.m.","14.7349","MeanDispersalDistance","m","Flores et al. 2013",NA
"Carpobrotus edulis","Carpobrotus edulis","Carpobrotus edulis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","gbif","GBIF:3084842","seed/plant dispersal (field)","Bourgeois K, Suehs CM, Vidal E, MÈdail F. Invasional meltdown potential: Facilitation between introduced plants and mammals on French Mediterranean islands. Ecoscience. 2005;12(2):248-256","Mean.dispersal.distance.m.","8.86","MeanDispersalDistance","m","Flores et al. 2013",NA
"Cortaderia selloana","Cortaderia selloana","Cortaderia selloana","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704523","seed/plant dispersal (field)","Saura-Mas, S , Lloret F. Wind effects on dispersal patterns of the invasive alien Cortaderia selloana in Mediterranean wetlands. Acta Oecologica. 2005;27:129-133","Mean.dispersal.distance.m.","12.22","MeanDispersalDistance","m","Flores et al. 2013",NA
"Cynara cardunculus","Cynara cardunculus","Cynara cardunculus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3112364","seed/plant dispersal (field)","Marushia RG, Holt JS. The Effects of Habitat on Dispersal Patterns of an Invasive Thistle, Cynara Cardunculus. Biological Invasions. 2006;8(4):577-594","Mean.dispersal.distance.m.","10.1","MeanDispersalDistance","m","Flores et al. 2013",NA
"Cytisus scoparius","Cytisus scoparius","Cytisus scoparius","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5354656","seed/plant dispersal (field)","Bossard CC. The Role of Habitat Disturbance, Seed Predation and Ant Dispersal on Establishment of the Exotic Shrub Cytisus scoparius in California. American Midland Naturalist. 1991;126(1):1","Mean.dispersal.distance.m.","1","MeanDispersalDistance","m","Flores et al. 2013",NA
"Erodium botrys","Erodium botrys","Erodium botrys","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891628","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1020","Mean.dispersal.distance.m.","0.762","MeanDispersalDistance","m","Flores et al. 2013",NA
"Erodium botrys","Erodium botrys","Erodium botrys","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891628","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1024","Mean.dispersal.distance.m.","0.081","MeanDispersalDistance","m","Flores et al. 2013",NA
"Erodium brachycarpum","Erodium brachycarpum","Erodium brachycarpum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891617","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1021","Mean.dispersal.distance.m.","0.749","MeanDispersalDistance","m","Flores et al. 2013",NA
"Erodium brachycarpum","Erodium brachycarpum","Erodium brachycarpum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891617","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1025","Mean.dispersal.distance.m.","0.064","MeanDispersalDistance","m","Flores et al. 2013",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993","seed/plant dispersal (field)","Stamp NE. Efficacy of Explosive vs. Hygroscopic Seed Dispersal by an Annual Grassland Species. American Journal of Botany. 1989;76(4):555-561","Mean.dispersal.distance.m.","0.556","MeanDispersalDistance","m","Flores et al. 2013",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1023","Mean.dispersal.distance.m.","0.542","MeanDispersalDistance","m","Flores et al. 2013",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993","seed/plant dispersal (field)","Stamp NE. Efficacy of Explosive vs. Hygroscopic Seed Dispersal by an Annual Grassland Species. American Journal of Botany. 1989;76(4):555-561.","Mean.dispersal.distance.m.","0.07","MeanDispersalDistance","m","Flores et al. 2013",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1027","Mean.dispersal.distance.m.","0.078","MeanDispersalDistance","m","Flores et al. 2013",NA
"Erodyum cicutarium","Erodium cicutarium","Erodium cicutarium","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9485490","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1022","Mean.dispersal.distance.m.","0.54","MeanDispersalDistance","m","Flores et al. 2013",NA
"Erodyum cicutarium","Erodium cicutarium","Erodium cicutarium","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9485490","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1026","Mean.dispersal.distance.m.","0.081","MeanDispersalDistance","m","Flores et al. 2013",NA
"Eschscholzia californica","Eschscholzia californica","Eschscholzia californica","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888380","seed/plant dispersal (field)","Heijting, S, Van Der Werf, W, Kropff M. Seed dispersal by forage harvester and rigid-tine cultivator in maize. Weed Research. 2009;49:153-167","Mean.dispersal.distance.m.","4.225","MeanDispersalDistance","m","Flores et al. 2013",NA
"Geranium molle","Geranium molle","Geranium molle","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891488","seed/plant dispersal (field)","Stamp, Nancy E., and Jeffrey R. Lucas. Ecological correlates of explosive seed dispersal.Oecologia. 1983;59:2-3 : 272-278","Mean.dispersal.distance.m.","1.785","MeanDispersalDistance","m","Flores et al. 2013",NA
"Helianthus annus","Helianthus annus","Helianthus annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9206251","seed/plant dispersal (field)","Groves JH, Williams DG, Caley P, Norris RH, Caitcheon G. Modelling of floating seed dispersal in a fluvial environment. River Research and Applications. 2009;25:582-592","Mean.dispersal.distance.m.","338.85","MeanDispersalDistance","m","Flores et al. 2013",NA
"Impatiens glandulifera","Impatiens glandulifera","Impatiens glandulifera","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","gbif","GBIF:2891770","seed/plant dispersal (field)","Beerling DJ, Perrins JM, Perrinst M. Impatiens glandulifera Royle ( Impatiens roylei Walp .). Society. 2011;81:2:367-382","Mean.dispersal.distance.m.","1.5618","MeanDispersalDistance","m","Flores et al. 2013",NA
"Lepidium campestre","Lepidium campestre","Lepidium campestre","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7703116","seed/plant dispersal (field)","Thiede, D. A. and Augspurger, C. K. Intraspecific variation in seed dispersion of Lepidium campestre (Brassicaceae). - American Journal of Botany.1996;83: 856-866.","Mean.dispersal.distance.m.","0.905506678","MeanDispersalDistance","m","Flores et al. 2013",NA
"Linaria maroccana","Linaria maroccana","Linaria maroccana","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5415016","seed/plant dispersal (field)","Heijting, S, Van Der Werf, W, Kropff M. Seed dispersal by forage harvester and rigid-tine cultivator in maize. Weed Research. 2009;49:153-168","Mean.dispersal.distance.m.","11.725","MeanDispersalDistance","m","Flores et al. 2013",NA
"Linaria vulgaris","Linaria vulgaris","Linaria vulgaris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5415020","seed/plant dispersal (field)","Nadeau LB, King JR. Seed dispersal and seedling establishment of Linaria vulgaris Mill . Canadian Journal of Plant Sciences. 1991;782:771-782.","Mean.dispersal.distance.m.","0.5","MeanDispersalDistance","m","Flores et al. 2013",NA
"Panicum miliaceum","Panicum miliaceum","Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705090","seed/plant dispersal (field)","McCanny, Stephen J., and Paul B. Cavers. Parental effects on spatial patterns of plants: a contingency table approach. Ecology.1989;70:2 368-378.","Mean.dispersal.distance.m.","0.5","MeanDispersalDistance","m","Flores et al. 2013",NA
"Panicum miliaceum","Panicum miliaceum","Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705090","seed/plant dispersal (field)","Mccanny SJ, Cavers PB. Spread of proso millet (Panicum miliaceum L.) in Ontario, Canada. II. Dispersal by combines. Weed Research. 1988;28:2:67-72","Mean.dispersal.distance.m.","12.99","MeanDispersalDistance","m","Flores et al. 2013",NA
"Panicum miliaceum","Panicum miliaceum","Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705090","seed/plant dispersal (field)","Mccanny SJ, Cavers PB. Spread of proso millet (Panicum miliaceum L.) in Ontario, Canada. II. Dispersal by combines. Weed Research. 1988;28:2:67-73","Mean.dispersal.distance.m.","21.88","MeanDispersalDistance","m","Flores et al. 2013",NA
"Panicum miliaceum","Panicum miliaceum","Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705090","seed/plant dispersal (field)","O'Toole JJ, Cavers PB. Input to seed banks of Proso millet (Panicum miliaceum) in Southern Ontario. Canadian Journal of Plant Sciences. 1983;63:1023-1030","Mean.dispersal.distance.m.","0.4795","MeanDispersalDistance","m","Flores et al. 2013",NA
"Phacelia tanacetifolia","Phacelia tanacetifolia","Phacelia tanacetifolia","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Hydrophyllaceae","gbif","GBIF:2928226","seed/plant dispersal (field)","Heijting, S, Van Der Werf, W, Kropff M. Seed dispersal by forage harvester and rigid-tine cultivator in maize. Weed Research. 2009;49:153-163","Mean.dispersal.distance.m.","5.225","MeanDispersalDistance","m","Flores et al. 2013",NA
"Prunus serotina","Prunus serotina","Prunus serotina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3021850","seed/plant dispersal (field)","Pairon M, Jonard M, Jacquemart A-L. Modeling seed dispersal of black cherry, an invasive forest tree: how microsatellites may help? Canadian Journal of Forest Research. 2006;36:6:1385-1394","Mean.dispersal.distance.m.","2.5","MeanDispersalDistance","m","Flores et al. 2013",NA
"Prunus serotina","Prunus serotina","Prunus serotina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3021850","seed/plant dispersal (field)","Pairon M, Jonard M, Jacquemart A-L. Modeling seed dispersal of black cherry, an invasive forest tree: how microsatellites may help? Canadian Journal of Forest Research. 2006;36:6:1385-1394","Mean.dispersal.distance.m.","10.8","MeanDispersalDistance","m","Flores et al. 2013",NA
"Senecio inaequidensis","Senecio inaequidensis","Senecio inaequidens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3109086","seed/plant dispersal (field)","Monty, Arnaud M, Stainer, Charles, Lebeau, Frederic, Pieret, Nora, Mahy G. SEED RAIN PATTERN OF THE INVASIVE WEED SENECIO INAEQUIDENS ( ASTERACEAE ). Belgian Journal of Botany. 2008;141:1:51-63","Mean.dispersal.distance.m.","5.2","MeanDispersalDistance","m","Flores et al. 2013",NA
"Senecio jacobaea","Senecio jacobaea","Senecio jacobaea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8965572","seed/plant dispersal (field)","McEvoy PB, Cox CS. Wind Dispersal Distances in Dimorphic Achenes of Ragwort , Senecio Jacobaea. Ecology. 1987;68:6:2006-2015","Mean.dispersal.distance.m.","3.03","MeanDispersalDistance","m","Flores et al. 2013",NA
"Senecio vulgaris","Senecio vulgaris","Senecio vulgaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3108983","seed/plant dispersal (field)","Bergelson, Joy, Newman, Jonathan A, Floresroux EM. Rates of Weed Spread in Spatially Heterogeneous Environments. Ecology. 1993;74:4:999-1011","Mean.dispersal.distance.m.","0.3423","MeanDispersalDistance","m","Flores et al. 2013",NA
"Sorgum halepense","Sorgum halepense","Sorghum halepense","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705185","seed/plant dispersal (field)","Ghersa CM, Martinez-Ghersa MA, Satorre EH, Van Esso ML, Chichotky G. Seed dispersal, distribution and recruitment of seedlings of Sorghum halepense (L.) Pers. Weed Research. 1993;33:1:79-88","Mean.dispersal.distance.m.","0.2964","MeanDispersalDistance","m","Flores et al. 2013",NA
"Sorgum halepense","Sorgum halepense","Sorghum halepense","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705185","seed/plant dispersal (field)","Ghersa CM, Martinez-Ghersa MA, Satorre EH, Van Esso ML, Chichotky G. Seed dispersal, distribution and recruitment of seedlings of Sorghum halepense (L.) Pers. Weed Research. 1993;33:1:79-88","Mean.dispersal.distance.m.","22.73","MeanDispersalDistance","m","Flores et al. 2013",NA
"Ulex europaeus","Ulex europaeus","Ulex europaeus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2951984","seed/plant dispersal (field)","Norambuena, Hernan, Piper GL. Impact of Apion ulicis Forster on Ulex europaeus L. Seed Dispersal. Biological Control. 2000;17(3):267-271","Mean.dispersal.distance.m.","87.22","MeanDispersalDistance","m","Flores et al. 2013",NA
"Veronica arvensis","Veronica arvensis","Veronica arvensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3172048","seed/plant dispersal (field)","Nakanishi, H. Splash seed dispersal by raindrops. Ecological Research 2002;17: 663-671.","Mean.dispersal.distance.m.","0.145711403","MeanDispersalDistance","m","Flores et al. 2013",NA
"Acer negundo","Acer negundo","Acer negundo","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189866","seed/plant dispersal (field)","S‰umel I, Kowarik I. Urban rivers as dispersal corridors for primarily wind-dispersed invasive tree species. Landscape and Urban Planning. 2010;94:244-249","Maximum.dispersal.distance.m.","1200","MaxDispersalDistance","m","Flores et al. 2013",NA
"Acer platanoides","Acer platanoides","Acer platanoides","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189846","seed/plant dispersal (field)","Martin PH, Canham CD. Dispersal and recruitment limitation in native versus exotic tree species: life-history strategies and Janzen-Connell effects. Oikos. 2010;119(5):807-824","Maximum.dispersal.distance.m.","50","MaxDispersalDistance","m","Flores et al. 2013",NA
"Aegilops triuncialis","Aegilops triuncialis","Aegilops triuncialis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289793","seed/plant dispersal (field)","Thomson DM. Do source-sink dynamics promote the spread of an invasive grass into a novel habitat? Ecology. 2007;88(12):3126-3134","Maximum.dispersal.distance.m.","2.16","MaxDispersalDistance","m","Flores et al. 2013",NA
"Ailanthus altissima","Ailanthus altissima","Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","gbif","GBIF:3190653","seed/plant dispersal (field)","Landenberger RE, Kota NL, McGraw JB. Seed dispersal of the non-native invasive tree Ailanthus altissima into contrasting environments. Plant Ecology. 2006;192(1):55-70","Maximum.dispersal.distance.m.","100","MaxDispersalDistance","m","Flores et al. 2013",NA
"Ailanthus altissima","Ailanthus altissima","Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","gbif","GBIF:3190653","seed/plant dispersal (field)","Martin PH, Canham CD. Dispersal and recruitment limitation in native versus exotic tree species: life-history strategies and Janzen-Connell effects. Oikos. 2010;119(5):807-824","Maximum.dispersal.distance.m.","50","MaxDispersalDistance","m","Flores et al. 2013",NA
"Ailanthus altissima","Ailanthus altissima","Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","gbif","GBIF:3190653","seed/plant dispersal (field)","Kaproth MA, Mcgraw JB. Seed Viability and Dispersal of the Wind-Dispersed Invasive Ailanthus altissima in Aqueous Environments. Forest Science. 2008;54(5):490-497","Maximum.dispersal.distance.m.","10","MaxDispersalDistance","m","Flores et al. 2013",NA
"Ailanthus altissima","Ailanthus altissima","Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","gbif","GBIF:3190653","seed/plant dispersal (field)","Kaproth MA, Mcgraw JB. Seed Viability and Dispersal of the Wind-Dispersed Invasive Ailanthus altissima in Aqueous Environments. Forest Science. 2008;54(5):490-496","Maximum.dispersal.distance.m.","8100","MaxDispersalDistance","m","Flores et al. 2013",NA
"Ailanthus altissima","Ailanthus altissima","Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","gbif","GBIF:3190653","seed/plant dispersal (field)","S‰umel I, Kowarik I. Urban rivers as dispersal corridors for primarily wind-dispersed invasive tree species. Landscape and Urban Planning. 2010;94:244-249","Maximum.dispersal.distance.m.","1200","MaxDispersalDistance","m","Flores et al. 2013",NA
"Avena fatua","Avena fatua","Avena fatua","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705297","seed/plant dispersal (field)","Shirtliffe SJ, Entz MH. Chaff collection reduces seed dispersal of wild oat (Avena fatua) by a combine harvester. Weed Science. 2005;53(4):465-470","Maximum.dispersal.distance.m.","255","MaxDispersalDistance","m","Flores et al. 2013",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","seed/plant dispersal (field)","Lee, Janet M., and J. L. Hamrick. Demography of two natural populations of musk thistle (Carduus nutans). The Journal of Ecology.1983;: 923-936.","Maximum.dispersal.distance.m.","19.5","MaxDispersalDistance","m","Flores et al. 2013",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","seed/plant dispersal (field)","Jongejans, Eelke, et al. Dispersal and demography contributions to population spread of Carduus nutans in its native and invaded ranges. Journal of Ecology. 2008;96:4 : 687-697","Maximum.dispersal.distance.m.","36.3","MaxDispersalDistance","m","Flores et al. 2013",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","seed/plant dispersal (field)","Jongejans, Eelke, et al. Dispersal and demography contributions to population spread of Carduus nutans in its native and invaded ranges. Journal of Ecology. 2008;96:4 : 687-697","Maximum.dispersal.distance.m.","33","MaxDispersalDistance","m","Flores et al. 2013",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","seed/plant dispersal (field)","Sheppard, et al.  (1994) Predispersal seed predation on Carduus nutans (Asteraceae) in Southern Europe. Acta Oecologica, 15, 529ñ541","Maximum.dispersal.distance.m.","37.5","MaxDispersalDistance","m","Flores et al. 2013",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","seed/plant dispersal (field)","Skarpaas O, Shea K. Dispersal patterns, dispersal mechanisms, and invasion wave speeds for invasive thistles. The American naturalist. 2007;170(3):421-30","Maximum.dispersal.distance.m.","96","MaxDispersalDistance","m","Flores et al. 2013",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","seed/plant dispersal (field)","Smith, Lane M., Kok LT. Dispersal of Musk Thistle (Carduus nutans) Seeds. Weed Science. 1984;32(1):120-125","Maximum.dispersal.distance.m.","100","MaxDispersalDistance","m","Flores et al. 2013",NA
"Carpobrotus edulis","Carpobrotus edulis","Carpobrotus edulis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","gbif","GBIF:3084842","seed/plant dispersal (field)","Bourgeois K, Suehs CM, Vidal E, MÈdail F. Invasional meltdown potential: Facilitation between introduced plants and mammals on French Mediterranean islands. Ecoscience. 2005;12(2):248-256","Maximum.dispersal.distance.m.","500","MaxDispersalDistance","m","Flores et al. 2013",NA
"Carpobrotus edulis","Carpobrotus edulis","Carpobrotus edulis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","gbif","GBIF:3084842","seed/plant dispersal (field)","D'Antonio C. Seed Production and Dispersal in the Non-Native, Invasive Succulent Carpobrotus edulis (Aizoaceae) in Coastal Strand Communities of Central California. Journal of Applied Ecology. 1990;27(2):693-702","Maximum.dispersal.distance.m.","1000","MaxDispersalDistance","m","Flores et al. 2013",NA
"Cortaderia selloana","Cortaderia selloana","Cortaderia selloana","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704523","seed/plant dispersal (field)","Saura-Mas, S , Lloret F. Wind effects on dispersal patterns of the invasive alien Cortaderia selloana in Mediterranean wetlands. Acta Oecologica. 2005;27:129-133","Maximum.dispersal.distance.m.","40","MaxDispersalDistance","m","Flores et al. 2013",NA
"Cynara cardunculus","Cynara cardunculus","Cynara cardunculus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3112364","seed/plant dispersal (field)","Marushia RG, Holt JS. The Effects of Habitat on Dispersal Patterns of an Invasive Thistle, Cynara Cardunculus. Biological Invasions. 2006;8(4):577-594","Maximum.dispersal.distance.m.","28","MaxDispersalDistance","m","Flores et al. 2013",NA
"Cytisus scoparius","Cytisus scoparius","Cytisus scoparius","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5354656","seed/plant dispersal (field)","Bossard CC. The Role of Habitat Disturbance, Seed Predation and Ant Dispersal on Establishment of the Exotic Shrub Cytisus scoparius in California. American Midland Naturalist. 1991;126(1):1","Maximum.dispersal.distance.m.","5","MaxDispersalDistance","m","Flores et al. 2013",NA
"Erodium botrys","Erodium botrys","Erodium botrys","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891628","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1020","Maximum.dispersal.distance.m.","0.812995","MaxDispersalDistance","m","Flores et al. 2013",NA
"Erodium botrys","Erodium botrys","Erodium botrys","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891628","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1024","Maximum.dispersal.distance.m.","0.101","MaxDispersalDistance","m","Flores et al. 2013",NA
"Erodium brachycarpum","Erodium brachycarpum","Erodium brachycarpum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891617","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1021","Maximum.dispersal.distance.m.","0.79177","MaxDispersalDistance","m","Flores et al. 2013",NA
"Erodium brachycarpum","Erodium brachycarpum","Erodium brachycarpum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891617","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1025","Maximum.dispersal.distance.m.","0.076","MaxDispersalDistance","m","Flores et al. 2013",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993","seed/plant dispersal (field)","Stamp NE. Efficacy of Explosive vs. Hygroscopic Seed Dispersal by an Annual Grassland Species. American Journal of Botany. 1989;76(4):555-561","Maximum.dispersal.distance.m.","0.857","MaxDispersalDistance","m","Flores et al. 2013",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1023","Maximum.dispersal.distance.m.","0.58148","MaxDispersalDistance","m","Flores et al. 2013",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993","seed/plant dispersal (field)","Stamp NE. Efficacy of Explosive vs. Hygroscopic Seed Dispersal by an Annual Grassland Species. American Journal of Botany. 1989;76(4):555-561.","Maximum.dispersal.distance.m.","0.269045","MaxDispersalDistance","m","Flores et al. 2013",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1027","Maximum.dispersal.distance.m.","0.089","MaxDispersalDistance","m","Flores et al. 2013",NA
"Erodyum cicutarium","Erodium cicutarium","Erodium cicutarium","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9485490","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1022","Maximum.dispersal.distance.m.","0.5729","MaxDispersalDistance","m","Flores et al. 2013",NA
