"scientificName_checked","ID","Type","Eco","Param","group","ShiftKmY","DispersalPotentialKmY","MedianDispersalPotentialKmY","ClimVeloKmY_RelScale","sdClimVeloKmY_RelScale","p90ClimVeloKmY_RelScale","p10ClimVeloKmY_RelScale","RelScale","ClimVeloKmY_25km","sdClimVeloKmY_25km","p90ClimVeloKmY_25km","p10ClimVeloKmY_25km","ClimVeloKmY_50km","sdClimVeloKmY_50km","p90ClimVeloKmY_50km","p10ClimVeloKmY_50km","ClimVeloKmY_110km","sdClimVeloKmY_110km","p90ClimVeloKmY_110km","p10ClimVeloKmY_110km","MaxDispersalDistanceKm","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","type","ObservationTypeGeneral","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","LimitingRate","LimitingRate_p90","what_is_limiting","what_is_limiting_p90","colour","colour_p90"
"Aythya affinis","A10_P1","LAT","Ter","LE","Aves",0.97,0.697859425,0.697859425,1.22314952594791,1.5146409304281,3.37010107040406,-0.403173041343689,"25km",1.22314952594791,1.5146409304281,3.37010107040406,-0.403173041343689,1.54292888446879,1.62389215527606,3.73446202278137,-0.363719040155411,2.0012103245709,1.51205269123424,4.04670467376709,0.113227351009846,0.697859425,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Aythya_affinis","Aythya_affinis","Aythya_affinis","Animalia","Chordata","Aves","Anatidae","GBIF:2498257","Find_Sci_Names","0.97","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.97,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Aythya affinis","Anseriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.697859425,"SingleObservation","km","Chu 2021",NA,"Unknown","natal dispersal",0.697859425,2,365,1,0.697859425,0.697859425,"Dispersal","Dispersal",NA,NA
"Branta canadensis","A10_P1","LAT","Ter","LE","Aves",-0.33,64.38468605,4.45,1.96770379757745,1.51366211536124,4.03970909118652,-0.0127619605511427,"110km",1.19467021475335,1.50216825441962,3.2980376958847,-0.424810710549354,1.50637128061632,1.62415599404262,3.69367246627808,-0.400387507677078,1.96770379757745,1.51366211536124,4.03970909118652,-0.0127619605511427,128.7693721,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Branta_canadensis","Branta_canadensis","Branta_canadensis","Animalia","Chordata","Aves","Anatidae","GBIF:5232437","Find_Sci_Names","-0.33","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-0.33,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Branta canadensis","Anseriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",128.7693721,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",8.9,9,730,2,1.96770379757745,4.03970909118652,"Climate","Climate",1.96770379757745,4.03970909118652
"Bucephala clangula","A10_P1","LAT","Ter","LE","Aves",0.09,3,0.582965188,1.19211866793819,1.51316788843142,3.33027410507202,-0.414495185017586,"25km",1.19211866793819,1.51316788843142,3.33027410507202,-0.414495185017586,1.52508683774525,1.63426375555423,3.72997870445252,-0.369685944914818,1.9755047706041,1.5150261869412,4.03998899459839,-0.0162500595673917,6,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Bucephala_clangula","Bucephala_clangula","Bucephala_clangula","Animalia","Chordata","Aves","Anatidae","GBIF:2498326","Find_Sci_Names","0.09","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.09,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Bucephala clangula","Anseriformes","natal dispersal","Dow and Fredga (1983)","Natal_dispersal_maximum_distance_(km)",6,"MaxDispersalDistance","km","Sutherland (birds)","f","Max","natal dispersal",1.165930376,5,730,2,1.19211866793819,3,"Climate","Dispersal",1.19211866793819,NA
"Buteo jamaicensis","A10_P1","LAT","Ter","LE","Aves",-2.91,100.0704751,58.5897627125,1.99599180766516,1.51104761409846,4.04068875312805,0.109207247197628,"110km",1.19587110036147,1.49965273049812,3.29766888618469,-0.412703517079353,1.52586683293818,1.61732922618313,3.70632150173187,-0.370224991440773,1.99599180766516,1.51104761409846,4.04068875312805,0.109207247197628,200.1409502,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Buteo_jamaicensis","Buteo_jamaicensis","Buteo_jamaicensis","Animalia","Chordata","Aves","Accipitridae","GBIF:2480542","Find_Sci_Names","-2.91","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-2.91,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Buteo jamaicensis","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",200.1409502,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",117.179525425,2,730,2,1.99599180766516,4.04068875312805,"Climate","Climate",1.99599180766516,4.04068875312805
"Buteo lineatus","A10_P1","LAT","Ter","LE","Aves",2.33,36.36132188,24,1.92017185760803,1.56814936097533,3.98175847530365,0.0388621706515551,"25km",1.92017185760803,1.56814936097533,3.98175847530365,0.0388621706515551,2.3335711816154,1.51246890334641,4.33255491256714,0.433323127031326,2.70110244332845,1.24209952170423,4.23005924224853,1.08841288089752,36.36132188,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Buteo_lineatus","Buteo_lineatus","Buteo_lineatus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480529","Find_Sci_Names","2.33","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",2.33,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Buteo lineatus","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",36.36132188,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",24,4,365,1,1.92017185760803,3.98175847530365,"Climate","Climate",1.92017185760803,3.98175847530365
"Campylorhynchus brunneicapillus","A10_P1","LAT","Ter","LE","Aves",3.78,0.457560115,0.457560115,0.949120198542119,1.46587206241555,3.14518146514893,-0.48180787563324,"25km",0.949120198542119,1.46587206241555,3.14518146514893,-0.48180787563324,1.35710601147151,1.53238836796274,3.7056428194046,-0.201729789376259,2.1394470884508,1.37955384779989,3.90124154090881,0.314647108316422,0.457560115,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Campylorhynchus_brunneicapillus","Campylorhynchus_brunneicapillus","Campylorhynchus_brunneicapillus","Animalia","Chordata","Aves","Troglodytidae","GBIF:5231474","Find_Sci_Names","3.78","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",3.78,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Campylorhynchus brunneicapillus","Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.457560115,"SingleObservation","km","Chu 2021",NA,"Unknown","natal dispersal",0.457560115,2,243,1,0.457560115,0.457560115,"Dispersal","Dispersal",NA,NA
"Circus cyaneus","A10_P1","LAT","Ter","LE","Aves",-2.28,60.8,22,1.54292888446879,1.62389215527606,3.73446202278137,-0.363719040155411,"50km",1.22371966469422,1.51493964164979,3.37108147144318,-0.403071179986,1.54292888446879,1.62389215527606,3.73446202278137,-0.363719040155411,2.0012103245709,1.51205269123424,4.04670467376709,0.113227351009846,60.8,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Circus_cyaneus","Circus_cyaneus","Circus_cyaneus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480487","Find_Sci_Names","-2.28","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-2.28,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Circus cyaneus","Accipitriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",60800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",22,3,365,1,1.54292888446879,3.73446202278137,"Climate","Climate",1.54292888446879,3.73446202278137
"Corvus brachyrhynchos","A10_P1","LAT","Ter","LE","Aves",6.9,25.880601475,25.880601475,1.54336967747245,1.6076560226047,3.71107416152954,-0.327292728424072,"50km",1.21045988719659,1.49481735615975,3.29804635047913,-0.393335461616516,1.54336967747245,1.6076560226047,3.71107416152954,-0.327292728424072,1.97681530863435,1.50758732904495,4.03673887252808,-0.00927386153489351,51.76120295,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Corvus_brachyrhynchos","Corvus_brachyrhynchos","Corvus_brachyrhynchos","Animalia","Chordata","Aves","Corvidae","GBIF:2482507","Find_Sci_Names","6.9","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",6.9,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Corvus brachyrhynchos","Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",51.76120295,"SingleObservation","km","Chu 2021",NA,"Unknown","natal dispersal",51.76120295,2,730,2,1.54336967747245,3.71107416152954,"Climate","Climate",1.54336967747245,3.71107416152954
"Cygnus buccinator","A10_P1","LAT","Ter","LE","Aves",8.89,64,48.979715365,2.45243592562952,1.89910001054958,4.44305429458618,-0.031073085963726,"110km",1.47438652893365,1.91911764843397,4.15533232688904,-0.680799514055252,1.81183371440723,2.07543080199274,4.66746187210083,-0.816010880470276,2.45243592562952,1.89910001054958,4.44305429458618,-0.031073085963726,128,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Cygnus_buccinator","Cygnus_buccinator","Cygnus_buccinator","Animalia","Chordata","Aves","Anatidae","GBIF:2498345","Find_Sci_Names","8.89","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",8.89,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Cygnus buccinator","Anseriformes","natal dispersal","Mitchell (1994)","Natal_dispersal_maximum_distance_(km)",128,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",97.95943073,4,730,2,2.45243592562952,4.44305429458618,"Climate","Climate",2.45243592562952,4.44305429458618
"Egretta thula","A10_P1","LAT","Ter","LE","Aves",-1.94,99.24094678,70.93750207,1.93879830512237,1.40201299466987,3.70124886035919,0.240749774873257,"110km",1.20390241098979,1.48840808264766,3.26853489875793,-0.435343652963638,1.4690059326592,1.53560093796075,3.52294256687164,-0.298926556110382,1.93879830512237,1.40201299466987,3.70124886035919,0.240749774873257,99.24094678,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Egretta_thula","Egretta_thula","Egretta_thula","Animalia","Chordata","Aves","Ardeidae","GBIF:2480873","Find_Sci_Names","-1.94","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-1.94,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Egretta thula","Pelecaniformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",99.24094678,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",70.93750207,2,365,1,1.93879830512237,3.70124886035919,"Climate","Climate",1.93879830512237,3.70124886035919
"Elanus leucurus","A10_P1","LAT","Ter","LE","Aves",0.11,80,80,1.53000615578957,1.59473388534389,4.17469754219055,-0.179828868806362,"110km",0.893199034428517,1.49016508819857,3.27203571796417,-0.37496617436409,1.04589991341742,1.66899236394693,3.69402084350586,-0.434250950813293,1.53000615578957,1.59473388534389,4.17469754219055,-0.179828868806362,160,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Elanus_leucurus","Elanus_leucurus","Elanus_leucurus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480367","Find_Sci_Names","0.11","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.11,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Elanus leucurus","Accipitriformes","natal dispersal","Dunk (1995)","Natal_dispersal_maximum_distance_(km)",160,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",160,2,726.936,2,1.53000615578957,4.17469754219055,"Climate","Climate",1.53000615578957,4.17469754219055
"Eudocimus albus","A10_P1","LAT","Ter","LE","Aves",2.49,50,50,2.6691878302892,1.05935294351494,4.28190202713013,1.27046155929565,"110km",2.20762190309928,1.33331972103486,4.08851933479309,0.765850752592087,2.47441150738528,1.23725152160245,4.35734491348266,1.06594820022583,2.6691878302892,1.05935294351494,4.28190202713013,1.27046155929565,100,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Eudocimus_albus","Eudocimus_albus","Eudocimus_albus","Animalia","Chordata","Aves","Threskiornithidae","GBIF:5229205","Find_Sci_Names","2.49","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",2.49,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Eudocimus albus","Pelecaniformes","natal dispersal","Kushlan and Bildstein (1992)","Natal_dispersal_maximum_distance_(km)",100,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",100,2,730,2,2.6691878302892,4.28190202713013,"Climate","Climate",2.6691878302892,4.28190202713013
"Falco columbarius","A10_P1","LAT","Ter","LE","Aves",0.12,81.1,34.91578643,1.52586683293818,1.61732922618313,3.70632150173187,-0.370224991440773,"50km",1.19587110036147,1.49965273049812,3.29766888618469,-0.412703517079353,1.52586683293818,1.61732922618313,3.70632150173187,-0.370224991440773,1.99599180766516,1.51104761409846,4.04068875312805,0.109207247197628,81.1,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Falco_columbarius","Falco_columbarius","Falco_columbarius","Animalia","Chordata","Aves","Falconidae","GBIF:9813242","Find_Sci_Names","0.12","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.12,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Falco columbarius","Falconiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",81100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",34.91578643,5,365,1,1.52586683293818,3.70632150173187,"Climate","Climate",1.52586683293818,3.70632150173187
"Falco mexicanus","A10_P1","LAT","Ter","LE","Aves",0.88,184.8219336,149.6926234,1.24724416292149,1.39500379664471,2.91676497459412,-0.649819529056549,"110km",0.432177119558124,1.04108694817903,1.72719326019287,-0.660631346702576,0.644914229149015,1.26763560332897,2.18974325656891,-0.81240046620369,1.24724416292149,1.39500379664471,2.91676497459412,-0.649819529056549,184.8219336,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Falco_mexicanus","Falco_mexicanus","Falco_mexicanus","Animalia","Chordata","Aves","Falconidae","GBIF:2481000","Find_Sci_Names","0.88","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.88,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Falco mexicanus","Falconiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",184.8219336,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",149.6926234,2,365,1,1.24724416292149,2.91676497459412,"Climate","Climate",1.24724416292149,2.91676497459412
"Gallinula chloropus","A10_P1","LAT","Ter","LE","Aves",-1.12,25.1,4.5,1.31692779691433,1.54896875005992,3.49212121963501,-0.383604481816292,"25km",1.31692779691433,1.54896875005992,3.49212121963501,-0.383604481816292,1.63335396478421,1.64984256433501,3.83481693267822,-0.317995655536652,2.08078948516248,1.51199314768782,4.06833052635193,0.20947989076376,25.1,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Gallinula_chloropus","Gallinula_chloropus","Gallinula_chloropus","Animalia","Chordata","Aves","Rallidae","GBIF:5228199","Find_Sci_Names","-1.12","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-1.12,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Gallinula chloropus","Gruiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",25100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",4.5,5,364.234,1,1.31692779691433,3.49212121963501,"Climate","Climate",1.31692779691433,3.49212121963501
"Grus canadensis","A10_P1","LAT","Ter","LE","Aves",2.49,11.3210878933333,9.39821167,1.1162768836559,1.49717477360651,3.24978313446045,-0.471587949991226,"25km",1.1162768836559,1.49717477360651,3.24978313446045,-0.471587949991226,1.47851527077885,1.64847547224628,3.72714266777039,-0.451175099611282,1.98912687661639,1.58817142182697,4.09363107681274,-0.170564268529415,33.96326368,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Grus_canadensis","Grus_canadensis","Grus_canadensis","Animalia","Chordata","Aves","Gruidae","GBIF:2474953","Find_Sci_Names","2.49","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",2.49,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Grus canadensis","Gruiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",33.96326368,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",28.19463501,2,1095,3,1.1162768836559,3.24978313446045,"Climate","Climate",1.1162768836559,3.24978313446045
"Gymnorhinus cyanocephalus","A10_P1","LAT","Ter","LE","Aves",-0.69,640,640,0.963484103371184,1.23634960657605,2.3724666595459,-0.818614053726196,"110km",0.14265529584268,0.687973344702517,0.918282026052475,-0.677830004692078,0.325093432951132,0.959391604911019,1.31432566642761,-0.812719792127609,0.963484103371184,1.23634960657605,2.3724666595459,-0.818614053726196,640,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Gymnorhinus_cyanocephalus","Gymnorhinus_cyanocephalus","Gymnorhinus_cyanocephalus","Animalia","Chordata","Aves","Corvidae","GBIF:5229498","Find_Sci_Names","-0.69","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-0.69,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Gymnorhinus cyanocephalus","Passeriformes","natal dispersal","Marzluff and Balda (1989)","Natal_dispersal_maximum_distance_(km)",640,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",640,2,365,1,0.963484103371184,2.3724666595459,"Climate","Climate",0.963484103371184,2.3724666595459
