"reported_name","m","sd","med","q025","q975","n","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code"
"Amsinckia lycopsoides",38.305,25.2079618941545,27.5,20,84.188,8,"Amsinckia lycopsoides","Amsinckia lycopsoides","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:2925874"
"Amsinckia menziesii",60,14.142135623731,60,50.5,69.5,2,"Amsinckia menziesii","Amsinckia menziesii","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:2925870"
"Anacamptis morio",23.6111111111111,14.2033837908828,20,6,40,9,"Anacamptis morio","Anacamptis morio","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2808565"
"Anacamptis pyramidalis",41.9230769230769,17.3851542916245,40,20,70.5,13,"Anacamptis pyramidalis","Anacamptis pyramidalis","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2808330"
"Anaphalis margaritacea",61.93,40.3526636873784,65.72,18.059,99.358,4,"Anaphalis margaritacea","Anaphalis margaritacea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:4926336"
"Andromeda polifolia",22.325,9.40363171725075,20,8,37.625,20,"Andromeda polifolia","Andromeda polifolia","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:5333413"
"Andropogon glomeratus",192.024,NA,192.024,192.024,192.024,1,"Andropogon glomeratus","Andropogon glomeratus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706097"
"Andropogon virginicus",42.8927578947368,13.9943220862437,41.91,20.3845,74.95,95,"Andropogon virginicus","Andropogon virginicus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706080"
"Androsace alpina",3.2,1.78885438199983,3,1.1,5,5,"Androsace alpina","Androsace alpina","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:4008062"
"Androsace chamaejasme",3.25,2.31840462387393,2.5,1.0625,6.75,6,"Androsace chamaejasme","Androsace chamaejasme","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:7859285"
"Androsace elongata",1.5,0.5,1.5,1.025,1.975,3,"Androsace elongata","Androsace elongata","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:3169325"
"Androsace helvetica",3.28571428571429,1.79947082168487,3,1,5,7,"Androsace helvetica","Androsace helvetica","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:4006455"
"Androsace obtusifolia",4.78571428571429,2.76672403841834,5,2,9.4,7,"Androsace obtusifolia","Androsace obtusifolia","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:4005658"
"Androsace septentrionalis",5.41304347826087,8.98975701703313,1.1,0.355,27.25,23,"Androsace septentrionalis","Androsace septentrionalis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:3169326"
"Anemone nemorosa",17.7571428571429,10.3953973331608,15,4,35,35,"Anemone nemorosa","Anemone nemorosa","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033263"
"Anemone quinquefolia",19.9129032258065,13.2338641858802,25,2,38,31,"Anemone quinquefolia","Anemone quinquefolia","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033250"
"Anemopsis californica",42.86,4.04465078838705,42.86,40.143,45.577,2,"Anemopsis californica","Anemopsis californica","Plantae","Tracheophyta","Magnoliopsida","Piperales","Saururaceae","gbif","GBIF:3086504"
"Angelica archangelica",89.375,80.1002567808845,78.75,15,239,12,"Angelica archangelica","Angelica archangelica","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371808"
"Angelica arguta",182.88,NA,182.88,182.88,182.88,1,"Angelica arguta","Angelica arguta","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:8266968"
"Angelica sylvestris",86.1071428571429,62.1058470949897,85,7,200,28,"Angelica sylvestris","Angelica sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371818"
"Antennaria alpina",5.935,1.6194675050769,5,5,7.66475,3,"Antennaria alpina","Antennaria alpina","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5385561"
"Antennaria carpatica",9.28571428571429,4.49867705421219,10,5,15,7,"Antennaria carpatica","Antennaria carpatica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:7847414"
"Antennaria corymbosa",30.48,NA,30.48,30.48,30.48,1,"Antennaria corymbosa","Antennaria corymbosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5385595"
"Antennaria dimorpha",7.62,NA,7.62,7.62,7.62,1,"Antennaria dimorpha","Antennaria dimorpha","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5385548"
"Antennaria dioica",3.85326086956522,5.74965744009606,1.75,1,20,92,"Antennaria dioica","Antennaria dioica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5385604"
"Antennaria luzuloides",60.96,0,60.96,60.96,60.96,2,"Antennaria luzuloides","Antennaria luzuloides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5385636"
"Antennaria microphylla",30.48,NA,30.48,30.48,30.48,1,"Antennaria microphylla","Antennaria microphylla","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:7727725"
"Antennaria rosea",8.00625,3.94902499195647,6,4,16.225,32,"Antennaria rosea","Antennaria rosea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5385499"
"Anthemis cotula",39.6347826086957,15.4429333263898,40,11.1,64.5,23,"Anthemis cotula","Anthemis cotula","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8035698"
"Anthoxanthum odoratum",24.2282714285974,18.5540529281418,20,2.12,72.8,385,"Anthoxanthum odoratum","Anthoxanthum odoratum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705975"
"Anthriscus caucalis",46.55,23.6726024184744,41.75,17.375,90.5,20,"Anthriscus caucalis","Anthriscus caucalis","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371743"
"Anthriscus sylvestris",63.5779220779221,33.7318240467391,60,16.6,150,77,"Anthriscus sylvestris","Anthriscus sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371742"
"Anthyllis vulneraria",17.113971742551,15.0779895254276,13,3,60,98,"Anthyllis vulneraria","Anthyllis vulneraria","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5352367"
"Aphyllanthes monspeliensis",28.3333333333333,13.2916013582513,30,11.25,47.5,6,"Aphyllanthes monspeliensis","Aphyllanthes monspeliensis","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2770868"
"Apium graveolens",74.3333333333333,46.3629572991608,75,26.75,165,15,"Apium graveolens","Apium graveolens","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371879"
"Apocynum androsaemifolium",62.6666666666667,32.4322823923397,71,16.675,121.1,18,"Apocynum androsaemifolium","Apocynum androsaemifolium","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","gbif","GBIF:3169816"
"Apocynum cannabinum",65.1860322580645,22.1622909169487,56.7,56.7,147.152,62,"Apocynum cannabinum","Apocynum cannabinum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","gbif","GBIF:3169790"
"Aquilegia alpina",41.875,28.8223726758688,36.25,15.75,77.5625,4,"Aquilegia alpina","Aquilegia alpina","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3921499"
"Aquilegia formosa",91.44,NA,91.44,91.44,91.44,1,"Aquilegia formosa","Aquilegia formosa","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033169"
"Aquilegia vulgaris",52,26.7207784317748,40,19.5,100,20,"Aquilegia vulgaris","Aquilegia vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033191"
"Arabidopsis lyrata",18.1911764705882,12.0579501661907,18,5,50,34,"Arabidopsis lyrata","Arabidopsis lyrata","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3052468"
"Arabidopsis thaliana",17.625,15.0541784722277,10,5,50,20,"Arabidopsis thaliana","Arabidopsis thaliana","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3052436"
"Arabis alpina",8.00952380952381,10.0369757743327,4.95,1.5125,40,42,"Arabis alpina","Arabis alpina","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5375020"
"Arabis caerulea",3.3,2.49412212236898,2.6,0.455,10.45,32,"Arabis caerulea","Arabis caerulea","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5374909"
"Arabis hirsuta",41.125,29.0780373832987,37.5,8,100,32,"Arabis hirsuta","Arabis hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:9202524"
"Arabis pumila",11.5,7.60263112349929,11.5,3,20,6,"Arabis pumila","Arabis pumila","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5375071"
"Aralia nudicaulis",29.1453333333333,9.57777361105559,29,10,45.378,60,"Aralia nudicaulis","Aralia nudicaulis","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","gbif","GBIF:3037021"
"Arbutus menziesii",1925.21904761905,1177.67464081513,1200,650,4000,21,"Arbutus menziesii","Arbutus menziesii","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882802"
"Arctostaphylos columbiana",396.24,301.736605667924,396.24,193.548,598.932,2,"Arctostaphylos columbiana","Arctostaphylos columbiana","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882619"
"Arctostaphylos glandulosa",200,0,200,200,200,3,"Arctostaphylos glandulosa","Arctostaphylos glandulosa","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882491"
"Arctostaphylos glauca",426.72,172.420917524528,426.72,310.896,542.544,2,"Arctostaphylos glauca","Arctostaphylos glauca","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882607"
"Arctostaphylos manzanita",213.36,43.1052293811319,213.36,184.404,242.316,2,"Arctostaphylos manzanita","Arctostaphylos manzanita","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882567"
"Arctostaphylos nevadensis",60.96,0,60.96,60.96,60.96,2,"Arctostaphylos nevadensis","Arctostaphylos nevadensis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882552"
"Arctostaphylos patula",296.84,346.77864109544,182.88,89.05,897.86,6,"Arctostaphylos patula","Arctostaphylos patula","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882612"
"Arctostaphylos pringlei",300,NA,300,300,300,1,"Arctostaphylos pringlei","Arctostaphylos pringlei","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882624"
"Arctostaphylos pungens",274.32,129.315688143396,274.32,187.452,361.188,2,"Arctostaphylos pungens","Arctostaphylos pungens","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882572"
"Arctostaphylos uva-ursi",24.8930737704918,35.6175598265607,10,4,150,61,"Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882580"
"Arctotheca calendula",23.2,NA,23.2,23.2,23.2,1,"Arctotheca calendula","Arctotheca calendula","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3114986"
"Arctous alpina",20.2495652173913,15.9992543798598,15,5,60,23,"Arctous alpina","Arctostaphylos alpinus","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:8317978"
"Arenaria biflora",12.875,12.9510295601032,10.25,1.3,28.9125,4,"Arenaria biflora","Arenaria biflora","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7267924"
"Arenaria ciliata",5.86666666666667,2.07421815448158,5,3,10,15,"Arenaria ciliata","Arenaria ciliata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7756154"
"Arenaria lanuginosa",15.05,4.33437909108827,15,7.475,23.05,20,"Arenaria lanuginosa","Arenaria lanuginosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384489"
"Arenaria marschlinsii",5.75,3.30403793359983,5.5,2.225,9.7,4,"Arenaria marschlinsii","Arenaria marschlinsii","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5585427"
"Arenaria serpyllifolia",16.3972972972973,9.59471748430373,15,3,30,37,"Arenaria serpyllifolia","Arenaria serpyllifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:8089871"
"Arisaema triphyllum",19.715,14.8542635854716,13,6.375,48.395,16,"Arisaema triphyllum","Arisaema triphyllum","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","gbif","GBIF:2867316"
"Aristida adscensionis",36.8666666666667,36.3651237069561,29.3333333333333,10.5,93,5,"Aristida adscensionis","Aristida adscensionis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706277"
"Aristida oligantha",26,NA,26,26,26,1,"Aristida oligantha","Aristida oligantha","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706264"
"Aristida purpurea",7.35,1.84164781287484,7.25,4.725,10.55,10,"Aristida purpurea","Aristida purpurea","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706261"
"Armeria caespitosa",5,NA,5,5,5,1,"Armeria caespitosa","Armeria caespitosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","gbif","GBIF:4090567"
"Armeria maritima",14.2966,11.6504104124682,9.25,5,40.5,20,"Armeria maritima","Armeria maritima","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","gbif","GBIF:8930531"
"Arnica chamissonis",76.2,NA,76.2,76.2,76.2,1,"Arnica chamissonis","Arnica chamissonis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5405938"
"Arnica cordifolia",23.44,20.6298036830213,19.6,5.73,44.414,3,"Arnica cordifolia","Arnica cordifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5405914"
"Arnica lanceolata",76.2,NA,76.2,76.2,76.2,1,"Arnica lanceolata","Arnica lanceolata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5405974"
"Arnica longifolia",60.96,NA,60.96,60.96,60.96,1,"Arnica longifolia","Arnica longifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5405970"
"Arnica mollis",43.78,24.2961890015698,43.78,27.459,60.101,2,"Arnica mollis","Arnica mollis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5405898"
"Arnica montana",23.3,15.7180174140561,20,5.6,50,15,"Arnica montana","Arnica montana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5405976"
"Arnica parryi",5,NA,5,5,5,1,"Arnica parryi","Arnica parryi","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5406027"
"Arnoglossum ovatum",80,NA,80,80,80,1,"Arnoglossum ovatum","Arnoglossum ovatum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5390058"
"Arrhenatherum elatius",50.0558252315,45.7972089029304,30.56,3,150,240,"Arrhenatherum elatius","Arrhenatherum elatius","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704505"
"Artemisia arbuscula",48.9733333333333,20.7615156800589,60.96,26.798,60.96,3,"Artemisia arbuscula","Artemisia arbuscula","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120855"
"Artemisia biennis",75.7142857142857,29.4997982236844,75,33,108.5,7,"Artemisia biennis","Artemisia biennis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3121226"
"Artemisia californica",140.333333333333,61.0628091940312,110,103,246.25,6,"Artemisia californica","Artemisia californica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120755"
"Artemisia cana",151.6,1.38564064605511,152.4,150.12,152.4,3,"Artemisia cana","Artemisia cana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3121553"
"Artemisia dracunculus",69.22,18.0762735835312,65,48,114,25,"Artemisia dracunculus","Artemisia dracunculus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3121581"
"Artemisia genipi",8.75,4.78713553878169,7.5,5,14.625,4,"Artemisia genipi","Artemisia genipi","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120878"
"Artemisia herba-alba",22.6333333333333,26.0109107813394,19,4.5,60,165,"Artemisia herba-alba","Artemisia herba-alba","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120848"
"Artemisia judaica",40,NA,40,40,40,1,"Artemisia judaica","Artemisia judaica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120789"
"Artemisia ludoviciana",29.2069696969697,20.7426915570353,25,6.6,91.44,33,"Artemisia ludoviciana","Artemisia ludoviciana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120950"
"Artemisia norvegica",24,22.6274169979695,24,8.8,39.2,2,"Artemisia norvegica","Artemisia norvegica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3121563"
"Artemisia nova",60.96,0,60.96,60.96,60.96,2,"Artemisia nova","Artemisia nova","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3121254"
"Artemisia salsoloides",30,NA,30,30,30,1,"Artemisia salsoloides","Artemisia salsoloides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3121286"
"Artemisia spinescens",60.96,0,60.96,60.96,60.96,2,"Artemisia spinescens","Artemisia spinescens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3100915"
"Artemisia tridentata",112.993333333333,120.019760750747,52,18.5,300,51,"Artemisia tridentata","Artemisia tridentata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9396703"
"Artemisia umbelliformis",9.88571428571429,4.26870574524595,8.5,4.85,20,35,"Artemisia umbelliformis","Artemisia umbelliformis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8981321"
"Artemisia verlotiorum",144,60.7270761504107,137.5,56.75,238.75,10,"Artemisia verlotiorum","Artemisia verlotiorum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120790"
"Arum italicum",40.4166666666667,21.1550910843673,40,11.375,74.5,12,"Arum italicum","Arum italicum","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","gbif","GBIF:5330661"
"Arum maculatum",29.8461538461538,13.109132655304,30,12.9,50,13,"Arum maculatum","Arum maculatum","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","gbif","GBIF:5330580"
"Aruncus dioicus",109.166666666667,43.0842198490352,92.5,68,190,9,"Aruncus dioicus","Aruncus dioicus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5362136"
"Arundo donax",308.474285714286,88.8648484792389,300,200,400,7,"Arundo donax","Arundo donax","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703041"
"Asarum europaeum",9.375,4.77156757710264,8.75,5,18.25,8,"Asarum europaeum","Asarum europaeum","Plantae","Tracheophyta","Magnoliopsida","Piperales","Aristolochiaceae","gbif","GBIF:7313595"
"Asclepias albicans",80,NA,80,80,80,1,"Asclepias albicans","Asclepias albicans","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","gbif","GBIF:3170348"
"Asclepias speciosa",182.88,NA,182.88,182.88,182.88,1,"Asclepias speciosa","Asclepias speciosa","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","gbif","GBIF:3170260"
"Asclepias subulata",80,NA,80,80,80,1,"Asclepias subulata","Asclepias subulata","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","gbif","GBIF:3170301"
