"reported_name","reported_name_fixed","scientificName","scientificName_checked","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Unit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm"
"Cirsium palustre","Cirsium palustre","Cirsium palustre","Cirsium palustre","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3113239","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",23.49,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.02349
"Clematis vitalba","Clematis vitalba","Clematis vitalba","Clematis vitalba","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033558","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",100.09,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.10009
"Conium maculatum","Conium maculatum","Conium maculatum","Conium maculatum","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034807","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.7,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",7e-04
"Crepis paludosa","Crepis paludosa","Crepis paludosa","Crepis paludosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403296","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",2.2,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.0022
"Descurainia sophia","Descurainia sophia","Descurainia sophia","Descurainia sophia","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3044318","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.17,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00017
"Digitalis purpurea","Digitalis purpurea","Digitalis purpurea","Digitalis purpurea","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5414995","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",1.15,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00115
"Drosera rotundifolia","Drosera rotundifolia","Drosera rotundifolia","Drosera rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Droseraceae","gbif","GBIF:3191030","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.62,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00062
"Epilobium ciliatum","Epilobium ciliatum","Epilobium ciliatum","Epilobium ciliatum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:9188840","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",179,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.179
"Epilobium montanum","Epilobium montanum","Epilobium montanum","Epilobium montanum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3664083","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",49.64,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.04964
"Epilobium parviflorum","Epilobium parviflorum","Epilobium parviflorum","Epilobium parviflorum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189157","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",69.09,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.06909
"Erigeron annuus","Erigeron annuus","Erigeron annuus","Erigeron annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3117449","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",35.43,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.03543
"Eriophorum angustifolium","Eriophorum angustifolium","Eriophorum angustifolium","Eriophorum angustifolium","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2730127","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",24.2,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.0242
"Eriophorum latifolium","Eriophorum latifolium","Eriophorum latifolium","Eriophorum latifolium","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2730210","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",3.44,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00344
"Eriophorum vaginatum","Eriophorum vaginatum","Eriophorum vaginatum","Eriophorum vaginatum","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2730185","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",2.23,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00223
"Erophila verna","Erophila verna","Draba verna","Erophila verna","Plantae",NA,"Magnoliopsida","Brassicales","Brassicaceae","itis","ITIS:22923","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.14,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00014
"Eupatorium cannabinum","Eupatorium cannabinum","Eupatorium cannabinum","Eupatorium cannabinum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5402943","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",23.71,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.02371
"Fallopia convolvulus","Fallopia convolvulus","Fallopia convolvulus","Fallopia convolvulus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:6391461","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.22,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00022
"Galinsoga parviflora","Galinsoga parviflora","Galinsoga parviflora","Galinsoga parviflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3132570","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.94,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00094
"Helichrysum luteoalbum","Helichrysum luteoalbum","Helichrysum luteoalbum","Pseudognaphalium luteoalbum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3131229","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",1.91,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00191
"Helminthotheca echioides","Helminthotheca echioides","Helminthotheca echioides","Helminthotheca echioides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3141855","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",1.47,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00147
"Hieracium pilosella","Hieracium pilosella","Hieracium pilosum","Hieracium pilosum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:7569785","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",1.71,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00171
"Hieracium sabaudum","Hieracium sabaudum","Hieracium sabaudum","Hieracium sabaudum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3136606","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",15.7,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.0157
"Hieracium umbellatum","Hieracium umbellatum","Hieracium umbellatum","Hieracium umbellatum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3135329","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",5.12,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00512
"Hypericum perforatum","Hypericum perforatum","Hypericum perforatum","Hypericum perforatum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","gbif","GBIF:3189486","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.72,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00072
"Hypericum tetrapterum","Hypericum tetrapterum","Hypericum tetrapterum","Hypericum tetrapterum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","gbif","GBIF:6436469","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.23,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00023
"Jasione montana","Jasione montana","Jasione montana","Jasione montana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:8366345","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.67,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00067
"Juncus compressus","Juncus compressus","Juncus compressus","Juncus compressus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:2701599","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.42,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00042
"Juncus effusus","Juncus effusus","Juncus effusus","Juncus effusus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:2701311","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",2.42,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00242
"Lactuca serriola","Lactuca serriola","Lactuca serriola","Lactuca serriola","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3140490","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",6.81,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00681
"Leontodon hispidus","Leontodon hispidus","Leontodon hispidus","Leontodon hispidus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3137498","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.83,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00083
"Leucanthemum vulgare","Leucanthemum vulgare","Leucanthemum vulgare","Leucanthemum vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8848598","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.42,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00042
"Linaria vulgaris","Linaria vulgaris","Linaria vulgaris","Linaria vulgaris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5415020","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",1.37,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00137
"Lunaria annua","Lunaria annua","Lunaria annua","Lunaria annua","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5373324","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.33,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00033
"Luzula campestris","Luzula campestris","Luzula campestris","Luzula campestris","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:2700828","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.07,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",7e-05
"Lythrum salicaria","Lythrum salicaria","Lythrum salicaria","Lythrum salicaria","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","gbif","GBIF:3188736","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",1.01,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00101
"Matricaria matricarioides","Matricaria matricarioides","Matricaria discoidea","Matricaria discoidea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3103791","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.13,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00013
"Melilotus officinalis","Melilotus officinalis","Melilotus officinalis","Melilotus officinalis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:8193111","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.24,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00024
"Mycelis muralis","Mycelis muralis","Mycelis muralis","Cicerbita muralis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3139040","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",14.33,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.01433
"Myosotis arvensis","Myosotis arvensis","Myosotis arvensis","Myosotis arvensis","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341170","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.19,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00019
"Myosotis scorpioides","Myosotis scorpioides","Myosotis scorpioides","Myosotis scorpioides","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341184","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.12,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00012
"Narthecium ossifragum","Narthecium ossifragum","Narthecium ossifragum","Narthecium ossifragum","Plantae","Tracheophyta","Liliopsida","Dioscoreales","Nartheciaceae","gbif","GBIF:5602614","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.87,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00087
"Nepeta cataria","Nepeta cataria","Nepeta cataria","Nepeta cataria","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:5341499","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.31,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00031
"Odontites vernus","Odontites vernus","Odontites vernus","Odontites vernus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:8971475","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.26,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00026
"Papaver rhoeas","Papaver rhoeas","Papaver rhoeas","Papaver rhoeas","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888443","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.5,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",5e-04
"Pedicularis palustris","Pedicularis palustris","Pedicularis palustris","Pedicularis palustris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3171734","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.15,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00015
"Pilosella lactucella","Pilosella lactucella","Pilosella lactucella","Pilosella lactucella","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9509071","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.43,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00043
"Potentilla argentea","Potentilla argentea","Potentilla argentea","Potentilla argentea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:8011540","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.3,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",3e-04
"Potentilla erecta","Potentilla erecta","Potentilla erecta","Potentilla erecta","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5365576","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.19,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00019
"Potentilla verna","Potentilla verna","Potentilla verna","Potentilla verna","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:8182596","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.05,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",5e-05
