"ID","res","baseline_min_mat","baseline_1Q_mat","baseline_median_mat","baseline_mean_mat","baseline_3Q_mat","baseline_max_mat","baseline_sd_mat","trend_min_mat","trend_1Q_mat","trend_median_mat","trend_mean_mat","trend_3Q_mat","trend_max_mat","trend_sd_mat","Vel_min_mat","Vel_1Q_mat","Vel_median_mat","Vel_mean_mat","Vel_3Q_mat","Vel_max_mat","Vel_sd_mat","VelLat_min_mat","VelLat_1Q_mat","VelLat_median_mat","VelLat_mean_mat","VelLat_3Q_mat","VelLat_max_mat","VelLat_sd_mat","baseline_min_map","baseline_1Q_map","baseline_median_map","baseline_mean_map","baseline_3Q_map","baseline_max_map","baseline_sd_map","trend_min_map","trend_1Q_map","trend_median_map","trend_mean_map","trend_3Q_map","trend_max_map","trend_sd_map","Vel_min_map","Vel_1Q_map","Vel_median_map","Vel_mean_map","Vel_3Q_map","Vel_max_map","Vel_sd_map","VelLat_min_map","VelLat_1Q_map","VelLat_median_map","VelLat_mean_map","VelLat_3Q_map","VelLat_max_map","VelLat_sd_map","gVelEle_min_mat","gVelEle_1Q_mat","gVelEle_median_mat","gVelEle_mean_mat","gVelEle_3Q_mat","gVelEle_max_mat","gVelEle_sd_mat","baseline_min_sst","baseline_1Q_sst","baseline_median_sst","baseline_mean_sst","baseline_3Q_sst","baseline_max_sst","baseline_sd_sst","trend_min_sst","trend_1Q_sst","trend_median_sst","trend_mean_sst","trend_3Q_sst","trend_max_sst","trend_sd_sst","Vel_min_sst","Vel_1Q_sst","Vel_median_sst","Vel_mean_sst","Vel_3Q_sst","Vel_max_sst","Vel_sd_sst","VelLat_min_sst","VelLat_1Q_sst","VelLat_median_sst","VelLat_mean_sst","VelLat_3Q_sst","VelLat_max_sst","VelLat_sd_sst"
"A102_P2","110km",17.8295044,18.1499496,18.4703949,18.4703949,18.7908401,19.1112854,0.906356,0.0166947,0.0168144,0.016934,0.016934,0.0170536,0.0171733,0.0003384,1.4869381,1.4965155,1.506093,1.506093,1.5156704,1.5252478,0.027089,NA,NA,NA,NA,NA,NA,NA,181.7694092,182.4277534,183.0860977,183.0860977,183.744442,184.4027863,1.8620788,0.048812,0.0564416,0.0640711,0.0640711,0.0717007,0.0793302,0.0215796,2.1745076,2.4717982,2.7690887,2.7690887,3.0663793,3.3636699,0.8408647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P2","1km",5.4894131,7.3762756,8.1908596,8.1545802,9.1901379,10.9227631,1.5030356,0.0175663,0.0176438,0.0176962,0.0176848,0.0177225,0.0177763,5.7e-05,0.0103775,0.0128536,0.0148994,0.0168096,0.0187185,0.0281623,0.0054317,-0.0222411,-0.0090068,-0.006061,-0.0037731,0.0023959,0.0188766,0.0099815,143.8594208,170.4267693,180.9874878,180.8712934,198.6789551,209.1845551,18.8137493,0.0839777,0.1024722,0.1119496,0.1101374,0.1193121,0.1271518,0.0109899,0.0060463,0.007187,0.0081488,0.0097094,0.0111545,0.0220838,0.0040365,-0.0143297,0.002114,0.0038152,0.0039,0.0065147,0.0140736,0.0056663,0.02282,0.0278457,0.0304211,0.0299286,0.0324218,0.0345521,0.0029864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P2","25km",11.8344223,12.2784145,13.2564034,13.7442607,14.6614079,17.036174,1.9833404,0.0172867,0.0175578,0.0178725,0.0177853,0.0179864,0.018203,0.000344,0.0923841,0.1723675,0.199234,0.2084167,0.2652334,0.3090031,0.079237,0.0275134,0.0815611,0.1521748,0.1540503,0.2208765,0.2906386,0.1002217,175.1675262,186.4804268,199.9216995,198.8723272,212.0998077,220.063858,17.5765282,-0.0516053,0.0678906,0.0818778,0.0941,0.1667526,0.1941772,0.0916019,-0.0845075,0.081827,0.0936561,0.0856868,0.1363883,0.1828001,0.0922495,-0.0564813,-0.0294236,0.006884,0.0045589,0.0376077,0.0637439,0.0466187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P2","50km",14.6731674,15.0001469,15.2557983,15.6314457,15.8870972,17.3410187,1.1784419,0.0172277,0.017236,0.0172899,0.0174628,0.0175166,0.0180437,0.0003906,0.4415841,0.5174907,0.5711721,0.6766346,0.730316,1.1226102,0.3044111,-1.0071889,-0.6939416,-0.5627615,-0.6428145,-0.5116344,-0.4385462,0.2508279,180.4089966,188.940361,202.3993988,199.7084274,213.1674652,213.6259155,16.391199,-0.0595656,0.0507441,0.0924094,0.0945564,0.1362217,0.2529722,0.1276797,-0.0381537,0.0596219,0.0983685,0.0922059,0.1309525,0.2102403,0.10178,-0.0270448,-0.0173892,0.0014317,0.0026718,0.0214927,0.0348684,0.028341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P3","110km",17.8009796,18.1213161,18.4416527,18.4416527,18.7619892,19.0823257,0.9060485,0.0082757,0.0083072,0.0083387,0.0083387,0.0083703,0.0084018,8.92e-05,0.7368759,0.739401,0.7419262,0.7419262,0.7444513,0.7469764,0.0071422,NA,NA,NA,NA,NA,NA,NA,182.3225861,183.5622139,184.8018417,184.8018417,186.0414696,187.2810974,3.506197,-0.2788397,-0.2243169,-0.1697941,-0.1697941,-0.1152713,-0.0607485,0.1542138,-6.1792297,-5.0509386,-3.9226475,-3.9226475,-2.7943564,-1.6660653,3.1912892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P3","1km",5.4599747,7.3472265,8.161787,8.125266,9.1607149,10.8930702,1.5029178,0.0085909,0.0086367,0.0086607,0.0086582,0.0086809,0.0087189,3.26e-05,0.0050752,0.0062884,0.0073057,0.0082312,0.0091711,0.0138082,0.0026579,-0.0108838,-0.0044145,-0.002959,-0.0018452,0.0011747,0.0092343,0.0048836,143.2013092,169.6678085,180.2299042,180.1278737,197.9365501,208.4533844,18.7995301,0.0525705,0.0598302,0.065096,0.0646693,0.0696625,0.0739312,0.0062503,0.0038153,0.00444,0.0047038,0.0056834,0.006272,0.0125037,0.0021723,-0.0080348,0.0013226,0.0023292,0.0023412,0.0038946,0.0082031,0.0032481,0.0142855,0.0162582,0.0176891,0.0175732,0.01893,0.02009,0.0016984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P3","25km",11.8070488,12.2482227,13.2272987,13.7148538,14.6325584,17.0046341,1.9824213,0.0083715,0.008478,0.0087471,0.0087172,0.0089168,0.009076,0.0002856,0.0461876,0.0853354,0.0974412,0.1016865,0.1284694,0.1489367,0.0374691,0.013761,0.0403316,0.0743901,0.0748778,0.1069061,0.1400023,0.0480151,174.151947,186.273716,199.9680405,198.3732376,211.7640877,218.7463531,17.4889851,-0.1051657,0.0087708,0.031367,0.0317266,0.094923,0.1154444,0.0819722,-0.1649748,0.0097892,0.0331193,0.0185485,0.0772162,0.1160994,0.0990971,-0.0312255,-0.0101273,0.0008209,0.017102,0.011395,0.1310527,0.0579608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P3","50km",14.6448303,14.9696583,15.2263672,15.6018787,15.8585876,17.3099503,1.1775019,0.0083827,0.0083842,0.0084613,0.008562,0.0086391,0.0089426,0.000264,0.219935,0.2570459,0.2796798,0.3308909,0.3535249,0.5442688,0.1452552,-0.4874375,-0.3355177,-0.2753788,-0.3141249,-0.253986,-0.2183044,0.1188862,180.343689,187.7286415,201.274704,199.5806236,213.1266861,215.4293976,17.0559029,-0.2140146,-0.0515483,0.0185662,-0.0049911,0.0651234,0.1569179,0.1544071,-0.1943331,-0.0483699,0.0184355,-0.0064558,0.0603496,0.131639,0.1369503,-0.0140209,-0.0068449,-0.0013829,0.0325794,0.0380414,0.1471042,0.076623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P4","110km",17.7324448,18.0465946,18.3607445,18.3607445,18.6748943,18.9890442,0.88855,0.0072428,0.0073121,0.0073814,0.0073814,0.0074507,0.0075201,0.0001961,0.6584951,0.6641553,0.6698156,0.6698156,0.6754758,0.681136,0.0160095,NA,NA,NA,NA,NA,NA,NA,183.4618225,186.1808701,188.8999176,188.8999176,191.6189651,194.3380127,7.6906278,-2.7312353,-2.4825748,-2.2339143,-2.2339143,-1.9852538,-1.7365934,0.703318,-28.1480446,-25.8020644,-23.4560843,-23.4560843,-21.1101041,-18.7641239,6.6354339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P4","1km",5.1846355,6.1117098,6.3712803,6.4334197,6.8860107,7.5949043,0.6288547,0.0076842,0.0078406,0.0078983,0.0079452,0.0080289,0.0082763,0.0001585,0.0059166,0.0091291,0.0124997,0.0129656,0.0141762,0.0283023,0.0060106,-0.0228192,-0.0106309,-0.0006526,-0.0024974,0.0073087,0.0127344,0.0108213,176.9445648,185.7968063,195.8294525,194.5102668,202.6693802,208.6851807,9.6924962,-1.3991923,-1.3616698,-1.3386532,-1.3023348,-1.2488834,-1.1268669,0.0810927,-0.2799155,-0.1640162,-0.1432566,-0.1520408,-0.1181973,-0.1078962,0.0478693,-0.1439319,-0.0799741,0.0311861,0.0232946,0.1140369,0.2333192,0.1199919,-0.3802153,-0.3700189,-0.3637644,-0.3538953,-0.3393705,-0.3062138,0.0220361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P4","25km",11.5718407,13.2244736,13.3324478,13.4202605,13.8550446,15.1174957,1.2779225,0.0061487,0.0068184,0.0075763,0.007627,0.0085601,0.0090313,0.0011921,0.0728825,0.0930522,0.1050627,0.1084491,0.1219805,0.1492676,0.0289947,0.0595422,0.0674616,0.0964908,0.0924179,0.1134661,0.1251288,0.0284308,180.1870575,182.0927429,199.6972198,193.7468689,201.1295929,205.6277313,11.7340671,-1.6232357,-1.4237632,-1.3902801,-1.3841231,-1.351522,-1.1318147,0.1757174,-2.3092189,-2.1481991,-1.9702573,-1.9312466,-1.6204443,-1.6081134,0.3132357,0.2052315,0.7292721,0.9245953,1.0646466,1.6954643,1.7686696,0.664128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P4","50km",14.615889,14.7439644,15.2805969,15.5965904,16.133223,17.2092789,1.1902658,0.0061235,0.0066011,0.0081097,0.0081626,0.0096712,0.0103076,0.0020336,0.2038293,0.2094604,0.2359324,0.2372219,0.2636939,0.2731935,0.0347475,-0.2462956,-0.2314686,-0.1995574,-0.1999242,-0.1680131,-0.1542865,0.0435431,179.0016174,181.7640495,195.4212799,197.6844559,211.3416862,220.8936462,20.1857348,-2.1041865,-1.8640631,-1.7087435,-1.6972656,-1.541946,-1.2673889,0.3473595,-2.2008414,-2.126047,-1.7859727,-1.7927856,-1.4527113,-1.3983555,0.4166563,-0.0942834,-0.0018215,0.2724168,0.5607616,0.8349999,1.7924962,0.8623696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P5","110km",17.8174423,18.1321941,18.446946,18.446946,18.7616978,19.0764496,0.8902526,0.0169809,0.0171251,0.0172694,0.0172694,0.0174136,0.0175578,0.000408,1.540163,1.5519185,1.5636739,1.5636739,1.5754294,1.5871848,0.0332494,NA,NA,NA,NA,NA,NA,NA,181.4797058,182.1849251,182.8901443,182.8901443,183.5953636,184.3005829,1.9946613,0.0875326,0.0884829,0.0894332,0.0894332,0.0903836,0.0913339,0.002688,3.5460904,3.5806596,3.6152288,3.6152288,3.649798,3.6843672,0.0977765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P5","1km",5.2724358,6.1981529,6.4587891,6.5200755,6.9726608,7.6809067,0.6283715,0.0180686,0.0181125,0.0181297,0.0181321,0.0181518,0.0181905,2.93e-05,0.0135984,0.0212219,0.0285771,0.0296052,0.031605,0.0656237,0.0137943,-0.0528795,-0.0240613,-0.0014278,-0.0055245,0.0168324,0.0296096,0.0248259,178.6249237,187.5073776,197.9727478,196.5436209,204.9722595,210.8371582,9.9231938,0.0262247,0.0473717,0.0637395,0.0643702,0.0793007,0.09251,0.0195878,0.0037913,0.0052359,0.0060645,0.0076906,0.0105196,0.0167508,0.003624,-0.0055812,-0.0042606,0.001727,0.0012859,0.0047728,0.0158864,0.0063254,0.0071263,0.0128727,0.0173205,0.0174919,0.0215491,0.0251386,0.0053228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P5","25km",11.6557396,13.3157242,13.4135132,13.5058916,13.9382294,15.2062515,1.2792478,0.0178188,0.017898,0.0180209,0.0180905,0.0183534,0.0183613,0.000254,0.177756,0.197003,0.3070832,0.2638133,0.316073,0.3211513,0.070286,0.1429586,0.1455358,0.2648247,0.2269451,0.2815944,0.2998121,0.0765053,182.7240448,183.9034729,198.5397491,194.2764526,201.8753815,204.3396149,10.225501,-0.0689348,-0.0629351,0.0548563,0.0358598,0.0649562,0.1913562,0.1073882,-0.1127331,-0.1049743,0.0746981,0.029591,0.0903641,0.2006002,0.1354032,0.0068036,0.0112188,0.0285284,0.0459701,0.0867964,0.0965032,0.0426212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P5","50km",14.7300079,14.8492691,15.3780632,15.6947529,16.223547,17.2928772,1.1780832,0.0174861,0.0176062,0.0176876,0.0178048,0.0178861,0.0183577,0.0003822,0.4740282,0.5024911,0.523138,0.5305229,0.5511698,0.6017873,0.0536296,-0.4520438,-0.4471302,-0.4412479,-0.4406708,-0.4347885,-0.4281438,0.0103758,178.8820496,185.1703377,198.685379,197.6540375,211.1690788,214.3633423,17.2675066,-0.0541586,0.0390474,0.0743218,0.0925293,0.1278038,0.2756323,0.1363115,-0.0365121,0.0462408,0.0792285,0.0889349,0.1219226,0.2337947,0.1110077,-0.0222933,-0.0120962,0.0038062,0.004792,0.0206945,0.0338488,0.0251166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P6","110km",17.8001266,18.1145397,18.4289528,18.4289528,18.7433659,19.0577789,0.8892945,0.0082733,0.0083043,0.0083353,0.0083353,0.0083663,0.0083972,8.76e-05,0.7505365,0.7530643,0.755592,0.755592,0.7581198,0.7606476,0.0071496,NA,NA,NA,NA,NA,NA,NA,182.1341705,183.4732056,184.8122406,184.8122406,186.1512756,187.4903107,3.787363,-0.279226,-0.2247102,-0.1701945,-0.1701945,-0.1156787,-0.061163,0.1541939,-5.7287431,-4.6843497,-3.6399563,-3.6399563,-2.5955629,-1.5511695,2.9539906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P6","1km",5.2546295,6.1807091,6.4410492,6.5025931,6.9551907,7.6636307,0.6285189,0.0085925,0.0086328,0.0086597,0.0086548,0.0086775,0.0087021,3.04e-05,0.006492,0.0101157,0.01363,0.014123,0.015113,0.0312419,0.0065681,-0.0251782,-0.0115033,-0.0006872,-0.0026416,0.0080264,0.0140771,0.0118375,178.0455475,186.9037399,197.261673,195.8727168,204.2407303,210.1391754,9.8658258,0.0177373,0.0314956,0.0424729,0.0408484,0.0497856,0.0602566,0.0115579,0.0024907,0.0034013,0.0039702,0.0048628,0.0067046,0.0098864,0.0021355,-0.003688,-0.0028074,0.0010805,0.0006905,0.0030217,0.0093883,0.0039373,0.0048199,0.0085586,0.0115416,0.0111001,0.0135287,0.0163741,0.0031407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P6","25km",11.6387421,13.296727,13.3976959,13.4886771,13.9219803,15.1882401,1.2790277,0.0084074,0.0084762,0.0085045,0.0086088,0.0087728,0.008883,0.0002068,0.0849283,0.0949635,0.144518,0.1251285,0.1504891,0.1507436,0.0324084,0.0689295,0.0695447,0.1260939,0.1075557,0.1325793,0.1406314,0.0353577,182.4553833,182.8791199,199.1774902,194.0564301,201.1874847,204.5826721,10.5758631,-0.1126155,-0.0861546,0.0098166,-0.0071104,0.0348809,0.1185208,0.0938247,-0.1685811,-0.1399914,0.0110845,-0.0247517,0.0485321,0.1251973,0.1256051,0.0024014,0.0072352,0.0082816,0.0548831,0.1090873,0.1474099,0.068366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A102_P6","50km",14.7133194,14.830674,15.3604561,15.6772709,16.207053,17.274852,1.1780935,0.0083529,0.0083592,0.0084274,0.0085292,0.0085973,0.008909,0.0002613,0.2311937,0.2440302,0.2499393,0.2538494,0.2597584,0.2843251,0.0221956,-0.2158457,-0.213421,-0.2106162,-0.2108217,-0.2080169,-0.2062088,0.0042653,178.8804779,184.3463478,197.8569794,197.7119865,211.2226181,216.2535095,17.9972783,-0.2231851,-0.0612851,0.0097423,-0.0125129,0.0585145,0.1536487,0.1565941,-0.2018087,-0.0584225,0.0088157,-0.0133524,0.0538858,0.1307677,0.1390746,-0.0100437,-0.0046657,0.0014151,0.0380184,0.0440992,0.1592869,0.0811016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A103_P1","110km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0786905,10.8351927,16.2520237,15.341536,20.0492744,25.6347408,6.3230914,-0.0100454,-0.0010446,0.0030779,0.0049415,0.0091213,0.0342489,0.0077914,-0.8242651,-0.1282272,0.5699238,0.5925362,1.2094926,2.4896555,0.8775697,0.0326485,0.3601644,0.6872794,0.830374,1.1297652,2.4725127,0.6046801
"A103_P1","25km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3409381,11.6064444,16.0124512,15.2092882,19.1598511,25.4376392,5.6497616,-0.0157541,-0.0007617,0.003842,0.0054839,0.0103794,0.0408037,0.0084853,-0.9090545,-0.1008827,0.5830626,0.6863301,1.3030223,2.9191165,1.018283,-0.079457,0.2951873,0.700589,0.8766393,1.1644677,2.9173796,0.7452945
"A103_P1","50km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6019313,12.015239,16.0358667,15.3092109,19.0592141,25.2549152,5.4373044,-0.0140462,-0.0002628,0.0041857,0.0057151,0.0106284,0.035867,0.0081445,-0.8143358,-0.040756,0.6064221,0.7090938,1.2937949,2.8016262,0.9655572,0.0113416,0.3152605,0.7156892,0.8868418,1.162554,2.798173,0.7215655
"A104_P1","110km",10.2386169,11.8059534,13.3939369,13.4880514,14.9067314,17.8499329,1.9941714,0.0156123,0.0207578,0.0236194,0.0231104,0.0254098,0.028058,0.0029877,1.1278657,1.5524043,2.0018062,2.0938063,2.424612,3.9615421,0.6861004,-1.827217,0.2597308,1.230472,0.9693386,1.8462541,3.5900095,1.2653484,31.661499,48.3567381,57.502655,63.268964,74.0184536,128.9873047,20.0322623,-0.3703224,-0.2337923,-0.1943562,-0.2047638,-0.1682717,0.0115048,0.0597985,-10.1090012,-4.900111,-2.0062885,-3.1970242,-1.3500917,-0.7684826,2.5124414,-5.7621326,-1.8876151,-0.9985407,-0.8519239,-0.2843743,6.4286046,2.1713338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A104_P1","1km",-1.6270163,11.2387127,13.1997231,13.0797955,15.2077782,19.4606064,2.9379007,0.017075,0.0221243,0.0247757,0.0241946,0.0265302,0.0293437,0.0029349,0.0221154,0.0631984,0.1314941,0.218182,0.275511,0.9531343,0.2284925,-0.9316704,-0.0579464,0.0076322,0.01407,0.076111,0.949317,0.2014251,17.6786098,41.0815382,50.1461811,57.8466241,65.9368305,184.7096252,25.6698373,-0.5220882,-0.2545374,-0.190058,-0.2052455,-0.1433198,-0.0292566,0.0784923,-0.4626648,-0.153131,-0.0821906,-0.119023,-0.0458605,-0.0189261,0.1039872,-0.4561486,-0.0433915,-0.0034917,-0.0045157,0.0368947,0.456348,0.0970715,-0.1248395,-0.0608639,-0.0454459,-0.0490774,-0.03427,-0.0069957,0.0187687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A104_P1","25km",4.3584534,11.1244045,13.1172806,13.0029604,15.0546959,18.3373657,2.7174286,0.0169642,0.0218383,0.0244309,0.0240158,0.0263769,0.0291161,0.0029625,0.2106259,0.4617354,0.7661748,1.0050307,1.3466485,3.6965754,0.7445084,-3.5299444,-0.2850476,0.1788103,0.114748,0.5499133,2.8925109,0.7465572,20.9858837,43.3124084,52.4560051,59.9164508,69.4642334,144.0547791,24.6584193,-0.4171028,-0.2567661,-0.1985354,-0.2091933,-0.1499511,-0.0623879,0.0713112,-4.5059509,-1.6880347,-0.9114211,-1.2862205,-0.5333957,-0.2775075,1.0232362,-3.4954245,-0.5863214,-0.279589,-0.0979421,0.339684,4.4677458,1.0835114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A104_P1","50km",6.4668518,11.2370575,12.8362091,12.8974978,14.6290588,18.105542,2.4063598,0.0174998,0.0219346,0.0245947,0.0241393,0.0264328,0.0288799,0.0028614,0.403308,0.8764541,1.227749,1.5251375,1.9154177,5.0245829,0.9806032,-2.8157945,-0.2650619,0.3730911,0.3990658,1.0435007,3.5477393,1.0221927,25.7371082,45.6420746,54.0181885,62.8236881,74.6623688,137.7268372,24.8962202,-0.3698088,-0.2529395,-0.2073143,-0.2119547,-0.1596193,-0.0943722,0.0626104,-5.5844312,-2.1478734,-1.2025629,-1.6979364,-0.8040276,-0.4095299,1.2710671,-3.72278,-0.8276222,-0.4454573,-0.2201647,0.1829405,4.8750043,1.2229649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A105_P1","110km",24.0613937,24.2201401,24.3788864,24.395782,24.5629761,24.7470657,0.3431481,0.0181868,0.0183371,0.0184874,0.0184982,0.0186539,0.0188204,0.000317,1.3949928,1.3976764,1.40036,1.4004679,1.4032055,1.4060509,0.0055298,-0.4665559,-0.4653992,-0.4642425,-0.4641312,-0.4629189,-0.4615953,0.0024822,198.571228,200.3255081,202.0797882,202.9814199,205.1865158,208.2932434,4.9233221,0.1771546,0.2203797,0.2636048,0.2601871,0.3017033,0.3398019,0.0813775,1.5493169,2.3185009,3.0876849,3.0783595,3.8428808,4.5980768,1.5244014,-3.0600798,-2.5229048,-1.9857297,-1.9707437,-1.4260756,-0.8664215,1.096906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A105_P1","1km",3.5528919,11.5202101,16.961898,14.8104119,18.7032158,21.2598175,5.224021,0.018223,0.0182821,0.0183724,0.0183768,0.0184536,0.0185509,0.0001026,0.0056427,0.0077003,0.0118287,0.0153197,0.0230413,0.0363975,0.0089538,-0.0172608,0.0037841,0.007605,0.0092176,0.0148035,0.0338983,0.010688,199.2173309,221.025383,231.7664948,229.6825449,239.7449303,247.4359131,12.7351518,0.1752852,0.1879301,0.1980057,0.1983593,0.2080799,0.2227631,0.0129901,0.0096371,0.0194142,0.0317399,0.0326082,0.0435765,0.0813227,0.0154761,-0.030605,-0.0080955,0.0109862,0.0078519,0.0218035,0.0702388,0.0208181,0.0628263,0.0673585,0.0709698,0.0710965,0.0745806,0.0798434,0.0046559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
